epoch,p0/stats_g/mean,p0/stats_g/std,p0/stats_o/mean,p0/stats_o/std,p1/stats_g/mean,p1/stats_g/std,p1/stats_o/mean,p1/stats_o/std,p2/stats_g/mean,p2/stats_g/std,p2/stats_o/mean,p2/stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
0,0.8900308,0.0946455,0.19560148,0.07921346,0.8577125,0.09347714,0.2288489,0.0998809,0.83528423,0.08229106,0.27481902,0.109643765,20.0,-1.6549950900766999,0.0,40.0,0.0
1,0.86577815,0.093096584,0.19563422,0.07076435,0.86751074,0.09586439,0.21603602,0.12153114,0.84440446,0.114566915,0.26436916,0.12043221,40.0,-2.1222089230641723,0.0,80.0,0.025
2,0.8629437,0.09375739,0.19615945,0.073223926,0.8401024,0.09645472,0.23655829,0.1368036,0.8327301,0.12643065,0.2733603,0.12472296,60.0,-2.3218539461642504,0.0,120.0,0.0
3,0.8625434,0.09228414,0.19623096,0.07182759,0.8402524,0.08882346,0.22960375,0.13034463,0.8347098,0.12036103,0.2762047,0.11987288,80.0,-2.66089248290658,0.0,160.0,0.025
4,0.8621835,0.09137681,0.19641638,0.07186357,0.84180564,0.09104971,0.2278687,0.12548627,0.83487135,0.11681803,0.2762571,0.1238952,100.0,-3.5312675395309925,0.0,200.0,0.0
5,0.86134833,0.09062123,0.19632354,0.07095365,0.84066296,0.09086331,0.22588831,0.12653486,0.8346532,0.11077627,0.2725272,0.11560953,120.0,-3.9611073506101966,0.0,240.0,0.0
6,0.86100787,0.08975083,0.19634818,0.070103474,0.83891875,0.089360915,0.22590682,0.12261332,0.8368643,0.10420848,0.27221033,0.110491164,140.0,-4.2687683819457884,0.05,280.0,0.05
7,0.8605899,0.08890133,0.1963532,0.069488056,0.8381455,0.088169664,0.22666827,0.120976895,0.8357856,0.103488706,0.27279747,0.11335364,160.0,-5.090346830502153,0.05,320.0,0.1
8,0.8605623,0.08818463,0.19640961,0.06875421,0.83910275,0.08684597,0.22600533,0.119114965,0.8363943,0.1021232,0.2722707,0.11119031,180.0,-5.7163015451654795,0.05,360.0,0.125
9,0.8605531,0.08753973,0.19645153,0.068124786,0.839818,0.086303346,0.225254,0.12025514,0.83791476,0.10222033,0.27471238,0.11227326,200.0,-4.712751986667514,0.25,400.0,0.175
10,0.86015207,0.08700492,0.19636807,0.06746082,0.83916545,0.08597442,0.2250754,0.121557906,0.8366273,0.10665665,0.2746816,0.114817664,220.0,-4.208820211119951,0.3,440.0,0.2
11,0.8601425,0.086360596,0.19638628,0.06690737,0.8393736,0.0857311,0.2249056,0.12115086,0.838032,0.10553441,0.27378857,0.1193966,240.0,-6.663549016982316,0.2,480.0,0.1
12,0.8602422,0.085727245,0.19645804,0.06625126,0.8397167,0.08555344,0.22460836,0.12072075,0.83860904,0.103734605,0.27437887,0.124166116,260.0,-6.326742797262966,0.35,520.0,0.075
13,0.8598342,0.08516234,0.19633642,0.065685526,0.83954906,0.08528769,0.22421637,0.12035222,0.8393502,0.10350132,0.27498394,0.1254816,280.0,-6.371984087996184,0.15,560.0,0.175
14,0.85968167,0.08461771,0.19631092,0.06512472,0.8396948,0.08509624,0.22385956,0.11990995,0.8400219,0.10304016,0.27517998,0.1278854,300.0,-7.0791324181705715,0.2,600.0,0.075
15,0.859626,0.08401108,0.1963629,0.064878635,0.8399009,0.08489723,0.22362116,0.11983824,0.8402934,0.102712356,0.27465585,0.12709928,320.0,-8.175610333181918,0.15,640.0,0.225
16,0.85920745,0.08340606,0.19640538,0.066092245,0.8397975,0.0846554,0.22351061,0.12116202,0.8397172,0.10344363,0.27470687,0.12863633,340.0,-7.103916209861637,0.25,680.0,0.15
17,0.85885096,0.08304144,0.19617628,0.06650686,0.8394174,0.08460611,0.22369137,0.12357802,0.84028816,0.103026606,0.27420685,0.12963428,360.0,-6.011012479275466,0.3,720.0,0.175
18,0.8589513,0.08253899,0.19624709,0.06599783,0.83962053,0.08445895,0.22329155,0.12332948,0.84138846,0.10379521,0.27352464,0.13014308,380.0,-5.868785485804081,0.4,760.0,0.15
19,0.85904926,0.08206849,0.19630307,0.06547156,0.8399032,0.08431071,0.22313431,0.12321882,0.84188604,0.10388061,0.2731875,0.13070625,400.0,-7.3109232288897035,0.35,800.0,0.2
