epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
0,0.8416834,0.11010965,0.2044259,0.103223115,20.0,-2.5778854,0.05,100.0,0.0
1,0.838178,0.119171314,0.22456066,0.14167815,40.0,-2.7427418,0.1,200.0,0.01
2,0.8392053,0.11937859,0.23628768,0.15082768,60.0,-3.0078652,0.2,300.0,0.05
3,0.83758116,0.11393354,0.2415232,0.15085909,80.0,-4.15952,0.2,400.0,0.1
4,0.8401298,0.110256575,0.24485429,0.15265748,100.0,-4.757119,0.35,500.0,0.09
5,0.83990175,0.11281994,0.2461977,0.15536234,120.0,-4.508522,0.4,600.0,0.15
6,0.8402858,0.113657035,0.24827713,0.15515262,140.0,-5.0174494,0.4,700.0,0.21
7,0.8399062,0.115146704,0.24935508,0.15638097,160.0,-4.7560062,0.35,800.0,0.16
8,0.8396326,0.11328706,0.2499925,0.15687172,180.0,-5.353725,0.55,900.0,0.22
9,0.83945566,0.11483687,0.25038567,0.15833147,200.0,-4.832575,0.75,1000.0,0.26
10,0.8383991,0.115959704,0.25062722,0.1589418,220.0,-3.8474736,0.85,1100.0,0.28
11,0.8393492,0.11600298,0.25081336,0.15851162,240.0,-4.4244356,0.7,1200.0,0.25
12,0.83949804,0.11667105,0.25141805,0.15920185,260.0,-2.7322578,0.8,1300.0,0.29
13,0.8393042,0.117062606,0.25176784,0.15830357,280.0,-1.2335222,0.9,1400.0,0.37
14,0.83971626,0.11857634,0.25183544,0.15860191,300.0,-1.5360111,0.95,1500.0,0.37
15,0.8400461,0.11784231,0.25244632,0.15782525,320.0,-2.8180056,0.9,1600.0,0.43
16,0.84035915,0.118960835,0.25308502,0.15796596,340.0,-1.474424,0.85,1700.0,0.41
17,0.84043187,0.11871322,0.25323093,0.15798266,360.0,-0.78365403,0.85,1800.0,0.34
18,0.8404196,0.11901929,0.2532416,0.15758607,380.0,-0.86731374,0.8,1900.0,0.41
19,0.84079695,0.11893114,0.2532799,0.15722963,400.0,-0.5767744,0.9,2000.0,0.47
20,0.8409986,0.11897386,0.2537234,0.15674575,420.0,-0.70073825,0.8,2100.0,0.33
21,0.8413616,0.11921111,0.25392687,0.15666923,440.0,-0.65430826,0.85,2200.0,0.39
22,0.8418698,0.11884541,0.25432894,0.15633282,460.0,-0.42584157,1.0,2300.0,0.46
23,0.84241253,0.11919323,0.25451437,0.1563033,480.0,-0.7032305,0.95,2400.0,0.41
24,0.8426724,0.119514525,0.2547094,0.1560645,500.0,-0.82291204,1.0,2500.0,0.39
25,0.84333795,0.11986143,0.25493875,0.15561193,520.0,-0.96491605,1.0,2600.0,0.46
26,0.8434818,0.11990768,0.2548895,0.15566717,540.0,-0.37529397,1.0,2700.0,0.41
27,0.8434548,0.11989201,0.25480196,0.15529451,560.0,-0.7031942,0.95,2800.0,0.48
28,0.8440221,0.119499385,0.25497657,0.1546426,580.0,-0.51422817,1.0,2900.0,0.41
29,0.84437495,0.11877207,0.25536877,0.15410501,600.0,-0.62354046,1.0,3000.0,0.36
30,0.84473395,0.11836613,0.2554912,0.1537582,620.0,-0.60984045,0.95,3100.0,0.54
31,0.8448196,0.118714206,0.25567654,0.15390942,640.0,-0.5270686,1.0,3200.0,0.48
32,0.8450666,0.11844075,0.25565723,0.1534865,660.0,-0.5280001,1.0,3300.0,0.41
33,0.8452367,0.118171304,0.25566524,0.15341102,680.0,-0.5849517,1.0,3400.0,0.52
34,0.8455615,0.11821888,0.25588968,0.15305173,700.0,-0.8467535,0.95,3500.0,0.47
35,0.84577656,0.11827538,0.2558556,0.15297362,720.0,-0.47838336,0.95,3600.0,0.5
36,0.84583354,0.11814194,0.25600275,0.15297872,740.0,-0.7797178,0.95,3700.0,0.33
37,0.84591943,0.11813473,0.2560624,0.15295936,760.0,-0.71618104,1.0,3800.0,0.45
38,0.8458732,0.11799524,0.2559281,0.15278524,780.0,-0.7173726,0.9,3900.0,0.43
39,0.8460316,0.11779437,0.2560919,0.15247096,800.0,-0.4951922,0.95,4000.0,0.47
