epoch,p0/stats_g/mean,p0/stats_g/std,p0/stats_o/mean,p0/stats_o/std,p1/stats_g/mean,p1/stats_g/std,p1/stats_o/mean,p1/stats_o/std,p2/stats_g/mean,p2/stats_g/std,p2/stats_o/mean,p2/stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
0,0.85290235,0.07766207,0.19818847,0.08159447,0.8536709,0.07879472,0.23304987,0.06018953,0.8681667,0.09927585,0.2765188,0.057503622,20.0,-0.3641234881188721,0.05,40.0,0.0
1,0.8569891,0.07702633,0.20020127,0.08125098,0.8515594,0.07717578,0.23098795,0.07335082,0.8670656,0.09882295,0.27555522,0.06742887,40.0,-0.5552342077095528,0.1,80.0,0.0
2,0.8561606,0.07747447,0.20042466,0.07746157,0.8497303,0.07766968,0.22993088,0.08064953,0.8664804,0.0973891,0.27557808,0.075109296,60.0,-0.6127755604108096,0.1,120.0,0.075
3,0.85467106,0.07687808,0.19915667,0.076550476,0.8454156,0.077363335,0.23011336,0.084690295,0.861619,0.09656491,0.275717,0.07898021,80.0,-0.5412881055440522,0.45,160.0,0.125
4,0.8528099,0.07662978,0.19865073,0.07705693,0.8444815,0.07698753,0.23127724,0.08896211,0.85976076,0.09816866,0.2740568,0.083762996,100.0,-0.38409757964394525,0.55,200.0,0.025
5,0.8517308,0.076454684,0.19829185,0.07733389,0.84170336,0.07616281,0.23259829,0.0955265,0.85751814,0.09755514,0.27210143,0.09284767,120.0,-0.4443312184317037,0.85,240.0,0.075
6,0.85302645,0.07614168,0.19883642,0.07618646,0.8418538,0.076023996,0.23259017,0.096801795,0.857313,0.09707565,0.27216256,0.09588401,140.0,-0.43833791620959534,0.7,280.0,0.1
7,0.8528785,0.075098686,0.19899008,0.07503761,0.84071827,0.07514927,0.23257725,0.09733636,0.85560113,0.09694681,0.27194813,0.101736665,160.0,-0.8430930284005589,0.6,320.0,0.125
8,0.85229975,0.07456308,0.19839595,0.07419913,0.8386772,0.07477312,0.23092803,0.10041563,0.85359335,0.096846044,0.2719333,0.10785728,180.0,-0.781316472742008,0.6,360.0,0.15
9,0.8526829,0.07384806,0.19821317,0.07294337,0.8389783,0.07427714,0.23056039,0.10126336,0.85265154,0.09844091,0.27119854,0.11349086,200.0,-0.6563525944566936,0.5,400.0,0.15
10,0.85267496,0.07315603,0.19805907,0.07290818,0.838578,0.07394992,0.23021421,0.10194124,0.85160166,0.10034617,0.27024746,0.116448015,220.0,-1.057267046625435,0.35,440.0,0.175
11,0.8531535,0.07260769,0.1980776,0.07176725,0.83937883,0.07375556,0.23013219,0.101598464,0.8517027,0.10077021,0.27041227,0.11666838,240.0,-0.44430814325809476,0.65,480.0,0.15
12,0.85282284,0.07225358,0.19786538,0.07087453,0.8393309,0.0737213,0.23014052,0.10212231,0.8511844,0.10033191,0.2710585,0.11787626,260.0,-0.2999743023370975,0.75,520.0,0.05
13,0.8528946,0.07200005,0.19785121,0.06996029,0.8397925,0.07365792,0.23043981,0.10206885,0.8512586,0.101696275,0.2715901,0.11883052,280.0,-0.49109392707661026,0.65,560.0,0.025
14,0.8524409,0.07156382,0.19770426,0.06905064,0.83949083,0.073341385,0.23043115,0.1023841,0.8508687,0.10069383,0.27200967,0.11768294,300.0,-0.36192741364245007,0.9,600.0,0.25
15,0.8524199,0.07128114,0.1976708,0.06804451,0.83933705,0.07327648,0.23016763,0.101889335,0.85067034,0.10047253,0.27226102,0.11761462,320.0,-0.5935585768842138,0.75,640.0,0.225
16,0.8526511,0.07108788,0.19766052,0.067241795,0.84002113,0.07322871,0.2305555,0.10228852,0.85027987,0.0995693,0.27224386,0.1164234,340.0,-0.41402347924117927,0.85,680.0,0.1
17,0.8525648,0.07080511,0.19758907,0.0666269,0.8399124,0.07300965,0.23083815,0.1023057,0.84987736,0.10088644,0.2717807,0.11836879,360.0,-0.450072588243871,0.85,720.0,0.15
18,0.8523946,0.07048052,0.19752337,0.065875106,0.83966595,0.07281356,0.2309156,0.10307607,0.85008556,0.10045093,0.27199924,0.118141584,380.0,-0.47554531462502203,0.9,760.0,0.0
19,0.85243446,0.07011136,0.19762659,0.06566456,0.8396241,0.072680056,0.2310087,0.10335756,0.85003304,0.100447975,0.27256128,0.11900838,400.0,-0.7445135879806476,0.7,800.0,0.05
20,0.85236263,0.06991705,0.19756827,0.0651185,0.8398165,0.072571315,0.23120934,0.103784904,0.85026336,0.10017667,0.27298418,0.1190955,420.0,-0.3420213562414283,0.85,840.0,0.075
