epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
0,0.8677816,0.10186839,0.20784998,0.045820802,20.0,-1.9470317,0.05,40.0,0.025
1,0.8633454,0.099701084,0.20707715,0.046197772,40.0,-2.8586216,0.0,80.0,0.05
2,0.8598184,0.09910896,0.20597506,0.05259713,60.0,-3.7097607,0.05,120.0,0.0
3,0.85655165,0.09993089,0.20634909,0.058865223,80.0,-3.8630996,0.25,160.0,0.05
4,0.8543455,0.09928953,0.20667432,0.0617969,100.0,-4.7882075,0.15,200.0,0.075
5,0.8528921,0.10065639,0.20630737,0.06814097,120.0,-5.157791,0.15,240.0,0.05
6,0.8526082,0.10350003,0.20624512,0.07259825,140.0,-4.747921,0.45,280.0,0.025
7,0.8505352,0.10532078,0.2056179,0.07631514,160.0,-6.2128615,0.25,320.0,0.075
8,0.8500866,0.10729497,0.20540947,0.07910455,180.0,-7.4422827,0.1,360.0,0.0
9,0.84956336,0.10958239,0.20490295,0.08058554,200.0,-8.080718,0.1,400.0,0.025
10,0.84842825,0.110315435,0.20492534,0.08089204,220.0,-8.572561,0.0,440.0,0.025
11,0.8490909,0.11529399,0.20461735,0.085521705,240.0,-9.776408,0.05,480.0,0.025
12,0.8486504,0.11440837,0.20423768,0.08498693,260.0,-8.811292,0.15,520.0,0.0
13,0.84833306,0.11430675,0.20423502,0.08567745,280.0,-9.323495,0.2,560.0,0.0
14,0.8481178,0.113924794,0.20451742,0.08559909,300.0,-9.61733,0.15,600.0,0.0
15,0.8480528,0.11379058,0.20445265,0.08708535,320.0,-9.8804,0.25,640.0,0.025
16,0.8478653,0.11351993,0.2041581,0.087554045,340.0,-9.228472,0.1,680.0,0.05
17,0.84748715,0.11483357,0.20406394,0.08855619,360.0,-7.2333336,0.6,720.0,0.05
18,0.84670013,0.11461875,0.20365879,0.08934171,380.0,-8.398461,0.3,760.0,0.025
19,0.8462572,0.11481857,0.203909,0.09013234,400.0,-9.859201,0.35,800.0,0.025
20,0.8462982,0.11475972,0.20352763,0.091630556,420.0,-7.422708,0.55,840.0,0.025
21,0.84606045,0.11604088,0.20384641,0.09323349,440.0,-7.616217,0.5,880.0,0.125
22,0.84615725,0.116432436,0.20431414,0.0944246,460.0,-9.874292,0.3,920.0,0.05
23,0.8464585,0.116886295,0.20460635,0.096435755,480.0,-7.2304206,0.6,960.0,0.05
24,0.84623915,0.11771431,0.20480663,0.09787235,500.0,-9.482371,0.4,1000.0,0.0
25,0.8461904,0.11857287,0.20495877,0.09946871,520.0,-7.950801,0.45,1040.0,0.075
26,0.8461563,0.11923087,0.20478943,0.101556435,540.0,-7.449542,0.6,1080.0,0.075
27,0.84592444,0.120987214,0.20503904,0.10337175,560.0,-10.257456,0.4,1120.0,0.15
