epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
0,0.8722567,0.09932194,0.21807426,0.109553576,20.0,-1.8658991,0.0,100.0,0.01
1,0.861072,0.106467925,0.23930557,0.14594229,40.0,-2.812362,0.05,200.0,0.02
2,0.85270375,0.1123431,0.24569684,0.15915284,60.0,-2.7012663,0.3,300.0,0.01
3,0.85129786,0.116292715,0.25258046,0.16619703,80.0,-2.3553498,0.7,400.0,0.04
4,0.8498464,0.116217524,0.25581744,0.16550612,100.0,-2.0103824,0.85,500.0,0.12
5,0.849737,0.11532902,0.25854748,0.16615798,120.0,-2.9737694,0.65,600.0,0.12
6,0.8483396,0.11449358,0.260759,0.16532193,140.0,-0.7955757,0.95,700.0,0.14
7,0.8462637,0.114645064,0.26185933,0.16642526,160.0,-1.2014265,0.85,800.0,0.23
8,0.84693146,0.11419668,0.26408878,0.1665983,180.0,-0.7257462,0.85,900.0,0.3
9,0.8470028,0.11543766,0.26574257,0.16741635,200.0,-0.5785686,0.95,1000.0,0.32
10,0.847219,0.116515465,0.2670851,0.168022,220.0,-0.5394229,1.0,1100.0,0.29
11,0.8467877,0.11669341,0.26822236,0.16737126,240.0,-0.44274125,0.95,1200.0,0.34
12,0.84699565,0.11697159,0.26865423,0.16696623,260.0,-1.080553,0.85,1300.0,0.35
13,0.8465626,0.11651495,0.26926014,0.16679135,280.0,-1.0302489,0.8,1400.0,0.36
14,0.8464295,0.116605364,0.26977447,0.16647182,300.0,-0.52238435,1.0,1500.0,0.39
15,0.84676605,0.11595571,0.27007034,0.16551304,320.0,-0.8716854,0.7,1600.0,0.45
16,0.8472937,0.11525664,0.27096468,0.16477354,340.0,-1.045574,0.8,1700.0,0.44
17,0.847023,0.115737356,0.2714642,0.1648595,360.0,-0.5974406,0.95,1800.0,0.38
18,0.84700364,0.11534474,0.27195647,0.16441661,380.0,-0.49200454,0.85,1900.0,0.39
19,0.8474538,0.1153586,0.27263218,0.1638861,400.0,-0.64775324,1.0,2000.0,0.41
20,0.8473534,0.11624297,0.27303463,0.16430333,420.0,-0.48121935,1.0,2100.0,0.41
21,0.8471877,0.11615813,0.27326018,0.16393644,440.0,-0.55255085,0.9,2200.0,0.45
22,0.8474267,0.11609206,0.27358064,0.16335948,460.0,-0.5875519,0.9,2300.0,0.45
23,0.8477785,0.115840964,0.27395838,0.16294798,480.0,-0.7240981,0.9,2400.0,0.43
24,0.8475099,0.115744896,0.27416342,0.16258375,500.0,-0.4663725,0.95,2500.0,0.51
25,0.84751636,0.11573038,0.2745816,0.16263232,520.0,-0.787001,0.75,2600.0,0.44
26,0.84746695,0.115600385,0.27469915,0.16264185,540.0,-0.5479043,1.0,2700.0,0.46
27,0.84754056,0.115913354,0.2746991,0.16280888,560.0,-0.5790374,0.95,2800.0,0.33
28,0.8475252,0.11550199,0.27472967,0.16253448,580.0,-0.5451313,0.95,2900.0,0.42
29,0.8475576,0.11484933,0.27477056,0.16218233,600.0,-0.62886393,0.95,3000.0,0.5
30,0.84781736,0.1146067,0.27494138,0.16157447,620.0,-0.65251744,0.9,3100.0,0.46
31,0.84820884,0.11448183,0.27517092,0.16146041,640.0,-0.5096423,1.0,3200.0,0.38
32,0.8481474,0.113888435,0.2755428,0.16127656,660.0,-0.5388913,0.95,3300.0,0.54
33,0.8481355,0.11360005,0.27557647,0.16079146,680.0,-0.6093761,1.0,3400.0,0.44
34,0.84799415,0.113602966,0.27585095,0.16063763,700.0,-0.679785,0.9,3500.0,0.44
35,0.8480951,0.11372464,0.27589646,0.16066414,720.0,-0.5804323,0.95,3600.0,0.38
36,0.84807676,0.11367079,0.27607554,0.16039102,740.0,-0.42987093,0.9,3700.0,0.54
37,0.8481855,0.113515474,0.27625063,0.1603151,760.0,-0.71987087,0.9,3800.0,0.36
38,0.8481211,0.11354542,0.27643138,0.16033213,780.0,-0.6550743,0.95,3900.0,0.39
39,0.8482147,0.11310796,0.2766388,0.16047034,800.0,-0.4860424,1.0,4000.0,0.42
