epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
0,0.86560076,0.10385004,0.20679922,0.079410546,20.0,-0.2026635,0.1,40.0,0.05
1,0.86098176,0.104572214,0.20502119,0.083468415,40.0,-0.4293998,0.3,80.0,0.1
2,0.8579617,0.104576886,0.20618308,0.088158816,60.0,-0.676451,0.2,120.0,0.0
3,0.85628015,0.10502792,0.20537582,0.08746327,80.0,-0.87908554,0.05,160.0,0.025
4,0.8543711,0.104148924,0.20456928,0.08761138,100.0,-0.6928857,0.4,200.0,0.025
5,0.85304636,0.10374907,0.20333156,0.08896245,120.0,-1.0296624,0.15,240.0,0.025
6,0.85196775,0.10242673,0.20295441,0.08812943,140.0,-1.1889706,0.25,280.0,0.05
7,0.8509226,0.10320505,0.20342675,0.08862189,160.0,-1.7850997,0.15,320.0,0.0
8,0.8494647,0.105874635,0.20323023,0.09069252,180.0,-1.0266376,0.4,360.0,0.025
9,0.8491607,0.10686871,0.20327145,0.090507485,200.0,-1.4762357,0.35,400.0,0.0
10,0.8482463,0.10887822,0.20299007,0.09299296,220.0,-1.8209074,0.35,440.0,0.05
11,0.8483997,0.107808836,0.20309606,0.09407215,240.0,-1.7243618,0.25,480.0,0.05
12,0.84888405,0.107519396,0.2031306,0.09409533,260.0,-1.1560931,0.4,520.0,0.05
13,0.8485531,0.107465334,0.20377399,0.09475482,280.0,-2.578225,0.2,560.0,0.05
14,0.84807557,0.10722921,0.20419282,0.09489803,300.0,-1.8579538,0.35,600.0,0.1
15,0.8474992,0.10722684,0.20432858,0.09481192,320.0,-2.1039243,0.2,640.0,0.075
16,0.8481519,0.10709557,0.20425583,0.09526935,340.0,-1.4505502,0.5,680.0,0.05
17,0.84769344,0.1071628,0.20392375,0.09566301,360.0,-1.5074819,0.6,720.0,0.175
18,0.84745765,0.107887365,0.20387718,0.09614736,380.0,-1.3454543,0.55,760.0,0.1
19,0.847007,0.10752547,0.20398101,0.09606304,400.0,-2.4558926,0.5,800.0,0.05
20,0.8467789,0.10757625,0.20392561,0.09573537,420.0,-1.3079333,0.55,840.0,0.175
21,0.84708405,0.10688456,0.20424971,0.095334224,440.0,-1.931263,0.55,880.0,0.05
22,0.8469731,0.10710437,0.20440212,0.09645064,460.0,-1.2442076,0.75,920.0,0.075
23,0.8473429,0.107096665,0.20441626,0.09669437,480.0,-2.85067,0.55,960.0,0.1
24,0.84763694,0.106668614,0.20462133,0.096230686,500.0,-1.5340506,0.65,1000.0,0.05
25,0.84751266,0.106424026,0.20444818,0.09626219,520.0,-1.9494919,0.7,1040.0,0.025
26,0.8478043,0.10587975,0.20454863,0.09619353,540.0,-1.4861017,0.75,1080.0,0.075
27,0.84769493,0.10541541,0.20434093,0.095882826,560.0,-1.2589432,0.45,1120.0,0.15
28,0.84760946,0.105140775,0.20449653,0.095810786,580.0,-1.5528746,0.65,1160.0,0.125
29,0.8472869,0.104741275,0.20447038,0.095137656,600.0,-2.3262742,0.6,1200.0,0.025
30,0.8473217,0.10450303,0.20453508,0.09480428,620.0,-2.7091498,0.35,1240.0,0.1
31,0.8473055,0.10411856,0.20459923,0.09451424,640.0,-2.9834597,0.35,1280.0,0.05
32,0.8472543,0.10368731,0.20459878,0.09432285,660.0,-1.3478887,0.85,1320.0,0.1
33,0.8472986,0.10343415,0.20450029,0.09416933,680.0,-1.3669496,0.75,1360.0,0.125
34,0.84731954,0.10310533,0.20454542,0.09399029,700.0,-2.076519,0.45,1400.0,0.125
35,0.84731984,0.1026747,0.20458464,0.093468405,720.0,-2.5545177,0.5,1440.0,0.15
36,0.84703904,0.10244181,0.20450631,0.09297421,740.0,-1.9985641,0.6,1480.0,0.1
37,0.8468359,0.10239944,0.20437989,0.09275507,760.0,-1.9907415,0.7,1520.0,0.05
38,0.8468955,0.102064125,0.20432492,0.0925388,780.0,-1.8854091,0.65,1560.0,0.125
39,0.8467379,0.101763256,0.20427579,0.0922433,800.0,-1.8924675,0.75,1600.0,0.1
40,0.84643584,0.10146827,0.20417514,0.09226264,820.0,-1.8241394,0.65,1640.0,0.1
41,0.846385,0.10108119,0.20410118,0.09182299,840.0,-1.7725451,0.65,1680.0,0.175
42,0.84651446,0.10076351,0.20416567,0.09156095,860.0,-2.0197904,0.7,1720.0,0.1
43,0.8465341,0.10071603,0.20411067,0.09139867,880.0,-1.435811,0.75,1760.0,0.15
44,0.84663504,0.10071906,0.2037982,0.09163918,900.0,-2.0656166,0.4,1800.0,0.175
45,0.84654135,0.10082179,0.20366974,0.09158723,920.0,-2.1468718,0.65,1840.0,0.1
46,0.8466614,0.10052371,0.20358521,0.09140215,940.0,-1.3425546,0.8,1880.0,0.175
47,0.846634,0.10041394,0.20353712,0.090975866,960.0,-2.6413977,0.4,1920.0,0.2
