epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
0,0.86198336,0.12266612,0.20764263,0.08255324,20.0,-0.94214267,0.0,40.0,0.05
1,0.8522928,0.116540015,0.20433308,0.0896472,40.0,-0.88461703,0.05,80.0,0.05
2,0.8484321,0.11181271,0.204186,0.09039856,60.0,-1.7828506,0.1,120.0,0.025
3,0.8492511,0.10826945,0.20362133,0.08909649,80.0,-1.7068545,0.0,160.0,0.0
4,0.8489626,0.10728162,0.20271382,0.08930536,100.0,-2.1631417,0.0,200.0,0.05
5,0.8462637,0.10824559,0.20244151,0.08938426,120.0,-2.28785,0.0,240.0,0.05
6,0.8450675,0.10847256,0.20201485,0.08999277,140.0,-3.217004,0.0,280.0,0.025
7,0.8451454,0.10694551,0.20231254,0.09114586,160.0,-2.6142707,0.15,320.0,0.05
8,0.8448758,0.10952129,0.20193577,0.093544394,180.0,-2.6581297,0.0,360.0,0.025
9,0.8448079,0.1110737,0.2024334,0.09611871,200.0,-2.1961226,0.15,400.0,0.025
10,0.8441908,0.1117874,0.2026222,0.09656723,220.0,-2.3892791,0.05,440.0,0.0
11,0.8435549,0.11268586,0.20251903,0.096824944,240.0,-2.2282043,0.05,480.0,0.025
12,0.8438571,0.11596493,0.20250252,0.09698058,260.0,-2.1324458,0.05,520.0,0.025
13,0.8440077,0.11501831,0.20243086,0.09600298,280.0,-1.666592,0.05,560.0,0.025
14,0.8447888,0.11539293,0.20333782,0.09557826,300.0,-1.5659251,0.0,600.0,0.025
15,0.84364754,0.11597683,0.20347515,0.0947562,320.0,-1.0239562,0.05,640.0,0.05
16,0.8439019,0.11659763,0.2036387,0.09478695,340.0,-1.1026556,0.0,680.0,0.0
17,0.8434575,0.11651936,0.2034831,0.09476976,360.0,-0.917935,0.05,720.0,0.075
18,0.8437156,0.11670687,0.20321554,0.09449567,380.0,-1.3081634,0.0,760.0,0.025
19,0.8438664,0.11632051,0.20313093,0.09349862,400.0,-0.79849255,0.1,800.0,0.025
20,0.8440036,0.11542068,0.2031583,0.09213839,420.0,-0.7595184,0.0,840.0,0.0
21,0.8442387,0.11460385,0.20338657,0.09145494,440.0,-0.8497084,0.0,880.0,0.0
22,0.8440941,0.11352322,0.2035648,0.09016046,460.0,-0.9305197,0.0,920.0,0.0
23,0.8440578,0.113564216,0.20353568,0.08969385,480.0,-1.193974,0.0,960.0,0.025
24,0.8440168,0.11298182,0.20361498,0.08847411,500.0,-0.9150089,0.05,1000.0,0.075
25,0.844121,0.112385266,0.20371626,0.088145666,520.0,-1.1651583,0.05,1040.0,0.0
26,0.8442187,0.112009205,0.20386265,0.08782666,540.0,-0.79978263,0.0,1080.0,0.05
27,0.84424645,0.111409865,0.20387144,0.08705191,560.0,-0.6173483,0.1,1120.0,0.025
28,0.84442383,0.11085096,0.20396067,0.08628831,580.0,-0.84830254,0.05,1160.0,0.05
29,0.84452343,0.11032617,0.20396663,0.08554993,600.0,-0.7252768,0.0,1200.0,0.125
30,0.84462786,0.1099096,0.20400226,0.08484015,620.0,-0.779147,0.0,1240.0,0.0
31,0.8445663,0.10926617,0.20402937,0.08400985,640.0,-0.49910507,0.0,1280.0,0.125
32,0.8445663,0.1089165,0.20409723,0.08343128,660.0,-1.1266558,0.05,1320.0,0.05
