epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
0,0.84099454,0.10492054,0.20400709,0.057398424,20.0,-0.9322403,0.0,100.0,0.05
1,0.8418167,0.09849665,0.20353793,0.051135357,40.0,-1.5464041,0.0,200.0,0.04
2,0.8406455,0.09611217,0.2030487,0.051297277,60.0,-1.7789704,0.05,300.0,0.01
3,0.8416099,0.09458586,0.20333193,0.04883571,80.0,-2.7247703,0.05,400.0,0.05
4,0.84203744,0.09403347,0.20326173,0.04695361,100.0,-2.6434348,0.05,500.0,0.05
5,0.8427002,0.09368086,0.2034903,0.04799059,120.0,-2.726361,0.05,600.0,0.02
6,0.8433655,0.094303854,0.20329134,0.04843187,140.0,-3.7866516,0.0,700.0,0.0
7,0.845517,0.09438693,0.20382649,0.04765369,160.0,-4.5422883,0.0,800.0,0.01
8,0.8450753,0.09406886,0.20372242,0.047092494,180.0,-4.401601,0.0,900.0,0.04
9,0.84585524,0.094275,0.20386562,0.0468335,200.0,-4.799062,0.0,1000.0,0.05
10,0.8456454,0.094224095,0.2038758,0.047304116,220.0,-4.9031715,0.0,1100.0,0.03
11,0.84590507,0.094095856,0.20390247,0.04853851,240.0,-5.2491555,0.0,1200.0,0.03
12,0.8458264,0.09418365,0.20392069,0.04905985,260.0,-5.4138236,0.1,1300.0,0.01
13,0.8458066,0.09404511,0.20405737,0.0495031,280.0,-5.2431397,0.05,1400.0,0.05
14,0.8454499,0.09434697,0.20383571,0.050048728,300.0,-5.3222656,0.05,1500.0,0.07
15,0.8451646,0.094789065,0.20376414,0.050700627,320.0,-6.155746,0.05,1600.0,0.03
16,0.844858,0.09455114,0.2036801,0.050841965,340.0,-6.403653,0.05,1700.0,0.01
17,0.8450415,0.09465293,0.20373587,0.05070889,360.0,-5.103877,0.1,1800.0,0.04
18,0.8449063,0.09481901,0.20371595,0.05072868,380.0,-6.806694,0.0,1900.0,0.04
19,0.84497756,0.09453458,0.20376185,0.050432388,400.0,-7.7377396,0.05,2000.0,0.06
20,0.8448887,0.09423625,0.2037302,0.050163914,420.0,-7.1326966,0.1,2100.0,0.03
21,0.84496117,0.094119035,0.20378114,0.04988723,440.0,-8.364831,0.05,2200.0,0.04
22,0.8449221,0.09407538,0.20374392,0.0495374,460.0,-6.078532,0.05,2300.0,0.03
23,0.8450811,0.09411257,0.20377164,0.04947158,480.0,-6.1441483,0.05,2400.0,0.05
24,0.84540385,0.094198436,0.20387335,0.049621508,500.0,-6.9069686,0.05,2500.0,0.03
25,0.8452649,0.09415054,0.20379435,0.04998653,520.0,-7.11933,0.05,2600.0,0.06
26,0.84522724,0.0940774,0.2037813,0.049822643,540.0,-7.3331046,0.05,2700.0,0.04
27,0.84532493,0.093950264,0.20384777,0.049760967,560.0,-8.189734,0.0,2800.0,0.03
28,0.8450625,0.093736894,0.20375599,0.050149504,580.0,-6.8235474,0.05,2900.0,0.04
29,0.8451035,0.09394947,0.20375243,0.050446868,600.0,-7.106336,0.0,3000.0,0.02
30,0.8450351,0.09390503,0.20373291,0.05077955,620.0,-9.013281,0.0,3100.0,0.04
31,0.84503967,0.09382713,0.20370823,0.050855123,640.0,-9.106109,0.0,3200.0,0.07
32,0.84512264,0.09381028,0.20373513,0.050684944,660.0,-9.54571,0.0,3300.0,0.01
33,0.845259,0.093739815,0.20380245,0.050779276,680.0,-6.561554,0.0,3400.0,0.0
34,0.8453304,0.09381037,0.20383017,0.05089775,700.0,-6.0286026,0.15,3500.0,0.01
35,0.84516335,0.093724556,0.20377806,0.05083498,720.0,-7.8423142,0.0,3600.0,0.01
36,0.84503335,0.0936425,0.20374992,0.050891694,740.0,-7.961333,0.05,3700.0,0.05
37,0.8450885,0.09366178,0.20376109,0.050731473,760.0,-8.572225,0.0,3800.0,0.06
38,0.8448996,0.093600936,0.20369464,0.050993085,780.0,-9.622951,0.05,3900.0,0.04
39,0.8447973,0.093633,0.20367809,0.051694836,800.0,-9.205094,0.05,4000.0,0.07
