epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
0,0.8472135,0.09084111,0.22047703,0.123031095,20.0,-1.9789194,0.0,100.0,0.0
1,0.84318703,0.1004287,0.24039768,0.14363335,40.0,-2.6375577,0.2,200.0,0.02
2,0.8396905,0.10506889,0.24881881,0.15502,60.0,-2.1116168,0.7,300.0,0.07
3,0.84020823,0.106094174,0.25318047,0.15776263,80.0,-2.4020002,0.7,400.0,0.07
4,0.84099084,0.106113255,0.25837883,0.1576088,100.0,-2.0427387,0.65,500.0,0.14
5,0.8408418,0.1062001,0.26119763,0.15776691,120.0,-1.2747657,0.9,600.0,0.2
6,0.8401,0.10711307,0.26313818,0.15793797,140.0,-1.6769917,0.7,700.0,0.25
7,0.84094006,0.10912859,0.2651096,0.15896472,160.0,-0.6127253,0.95,800.0,0.27
8,0.84018445,0.111354984,0.266293,0.16130577,180.0,-0.77210045,0.95,900.0,0.28
9,0.8409333,0.11087477,0.26763213,0.16079119,200.0,-0.63138574,0.9,1000.0,0.36
10,0.8419362,0.11240435,0.2687462,0.16202854,220.0,-0.8705891,0.95,1100.0,0.3
11,0.8421142,0.11251768,0.2700289,0.16233642,240.0,-1.0461407,0.75,1200.0,0.37
12,0.8425925,0.11366985,0.27068406,0.16253254,260.0,-0.5095868,0.95,1300.0,0.36
13,0.84210366,0.113839306,0.27151266,0.16219436,280.0,-0.5220634,1.0,1400.0,0.33
14,0.8423442,0.114929795,0.2719535,0.16261889,300.0,-0.59139836,1.0,1500.0,0.24
15,0.84270144,0.11530992,0.2726781,0.16238627,320.0,-0.48972768,1.0,1600.0,0.43
16,0.84306973,0.11506638,0.27309293,0.16202953,340.0,-0.5793643,0.95,1700.0,0.38
17,0.8436661,0.114432044,0.27386218,0.16164534,360.0,-0.6070489,0.9,1800.0,0.43
18,0.8438801,0.114758395,0.2743672,0.16190656,380.0,-0.44592056,0.95,1900.0,0.38
19,0.8442492,0.114564665,0.2746966,0.16183145,400.0,-0.297033,0.95,2000.0,0.39
20,0.8442662,0.114215635,0.27492476,0.16172846,420.0,-0.4084371,0.95,2100.0,0.35
21,0.84440994,0.1144531,0.275129,0.16190845,440.0,-0.40080085,1.0,2200.0,0.3
22,0.8447798,0.11436864,0.27534103,0.16209456,460.0,-0.43703192,1.0,2300.0,0.33
23,0.8446683,0.1141391,0.27553344,0.16167456,480.0,-0.59180325,0.95,2400.0,0.43
24,0.84499794,0.113907315,0.27567813,0.16145968,500.0,-0.67365485,0.8,2500.0,0.41
25,0.8449113,0.11359873,0.27570435,0.16128442,520.0,-0.48697877,1.0,2600.0,0.43
26,0.8450324,0.11323586,0.27586108,0.16100208,540.0,-0.59205246,1.0,2700.0,0.44
27,0.84520215,0.11276167,0.2760452,0.16069955,560.0,-0.6205939,0.85,2800.0,0.42
28,0.8452789,0.11252942,0.2763217,0.16079244,580.0,-0.5458337,1.0,2900.0,0.47
29,0.84551924,0.112488426,0.27634317,0.16073407,600.0,-0.64065045,0.85,3000.0,0.39
30,0.84559315,0.112184346,0.27647275,0.16063537,620.0,-0.5061978,0.9,3100.0,0.47
31,0.8455859,0.11218449,0.2766045,0.16080901,640.0,-0.58611727,0.95,3200.0,0.41
32,0.84557647,0.11207823,0.2767134,0.16086414,660.0,-0.4370849,0.95,3300.0,0.35
33,0.8457323,0.111851335,0.2768542,0.16075708,680.0,-0.60960263,1.0,3400.0,0.33
34,0.8456796,0.11148725,0.27706215,0.1605629,700.0,-0.45531565,1.0,3500.0,0.4
35,0.84565467,0.11137003,0.27715153,0.16047446,720.0,-0.5020706,1.0,3600.0,0.44
36,0.8455028,0.11132906,0.27727836,0.16035971,740.0,-0.6440187,0.9,3700.0,0.34
37,0.8456385,0.11094446,0.27736232,0.16036877,760.0,-0.51263064,1.0,3800.0,0.42
38,0.84554267,0.110780835,0.27753094,0.16052015,780.0,-0.5839044,0.8,3900.0,0.44
39,0.8456187,0.11042053,0.2776934,0.1605513,800.0,-0.38333163,0.95,4000.0,0.4
