epoch,p0/stats_g/mean,p0/stats_g/std,p0/stats_o/mean,p0/stats_o/std,p1/stats_g/mean,p1/stats_g/std,p1/stats_o/mean,p1/stats_o/std,p2/stats_g/mean,p2/stats_g/std,p2/stats_o/mean,p2/stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
0,0.84402174,0.074845314,0.19656101,0.08047572,0.83645755,0.08550093,0.22796926,0.08301453,0.8579281,0.09905517,0.27627596,0.05446578,20.0,-1.2864926175177098,0.0,40.0,0.0
1,0.8355093,0.0837133,0.1936987,0.083054185,0.8340211,0.08652457,0.22675338,0.08868905,0.85838914,0.10168009,0.27590543,0.06924574,40.0,-1.72258597356081,0.0,80.0,0.025
2,0.83976483,0.083096705,0.19544569,0.088237554,0.8314306,0.0877822,0.22934482,0.08846993,0.85828704,0.11164799,0.27596828,0.08131862,60.0,-2.464449845854193,0.3,120.0,0.025
3,0.84056646,0.08192418,0.19554059,0.088880435,0.8331259,0.08689827,0.23011327,0.09244916,0.8563706,0.11809462,0.2797126,0.10375393,80.0,-2.2989500732868913,0.25,160.0,0.075
4,0.8408517,0.08257939,0.19569959,0.090386756,0.83382225,0.08771982,0.23115173,0.09980548,0.85543114,0.12050903,0.2809307,0.11629872,100.0,-2.0006783006712796,0.35,200.0,0.225
5,0.8415065,0.08190318,0.19592926,0.08938786,0.8334858,0.087804876,0.23097365,0.10850355,0.8534965,0.12023959,0.28108808,0.12167878,120.0,-2.028975400187075,0.6,240.0,0.1
6,0.8423264,0.081210256,0.19599082,0.08820263,0.8337055,0.08664725,0.2297871,0.107524864,0.8524968,0.11578259,0.28168607,0.121975034,140.0,-2.881780815407634,0.3,280.0,0.125
7,0.8428529,0.080660686,0.19602536,0.087153144,0.8332994,0.08603162,0.22992243,0.110746145,0.85147667,0.11888721,0.28079143,0.12919575,160.0,-2.3675387993007897,0.65,320.0,0.15
8,0.84264326,0.080168255,0.19587246,0.08618155,0.832122,0.08535739,0.22727813,0.113462925,0.85074544,0.115937255,0.27900985,0.12948637,180.0,-2.4500216937437655,0.6,360.0,0.1
9,0.8431155,0.07961426,0.19590157,0.08505869,0.8328702,0.08514608,0.2265,0.1166513,0.8495491,0.113242544,0.2792435,0.13019213,200.0,-2.3128393591344354,0.6,400.0,0.225
10,0.8434689,0.079112224,0.19595112,0.08415125,0.8330107,0.08488545,0.22595915,0.11734403,0.84829736,0.11250714,0.2768992,0.13258597,220.0,-3.669208018191159,0.5,440.0,0.125
11,0.8439036,0.07863837,0.19601361,0.08336426,0.8332493,0.08455068,0.2258434,0.11851372,0.8478077,0.11479098,0.27595,0.13514036,240.0,-3.4557037716507915,0.45,480.0,0.175
12,0.84422106,0.07819006,0.19602205,0.082505144,0.83361506,0.08426049,0.22532243,0.11892088,0.8479571,0.11422101,0.27550644,0.13732292,260.0,-2.497618621148169,0.65,520.0,0.125
13,0.844268,0.07774207,0.19596153,0.081714235,0.8338252,0.08405277,0.22464061,0.118939154,0.8475298,0.11489552,0.2753666,0.1384599,280.0,-3.149174333818257,0.8,560.0,0.2
14,0.8446533,0.07730079,0.19598952,0.080962695,0.83442694,0.084015034,0.22412425,0.11949362,0.8479442,0.11381859,0.27525032,0.13874166,300.0,-3.285495357438922,0.7,600.0,0.1
15,0.8450141,0.076906584,0.19607046,0.080290124,0.83463836,0.083831996,0.22378275,0.11913598,0.8480892,0.112858154,0.27527353,0.13886113,320.0,-4.131808287255465,0.5,640.0,0.175
16,0.84523124,0.07654753,0.19607434,0.07956744,0.8348996,0.083809406,0.22341675,0.120411314,0.84743905,0.11313381,0.27534348,0.14140174,340.0,-3.846334998853505,0.75,680.0,0.15
17,0.84575915,0.07629382,0.19625409,0.07995183,0.8351805,0.08365259,0.22306721,0.1201116,0.8467529,0.11560455,0.27506632,0.14197665,360.0,-7.875576151438058,0.15,720.0,0.225
18,0.84620434,0.07591022,0.19639255,0.07944418,0.8356893,0.08345113,0.22202061,0.12124745,0.84745663,0.11478978,0.27554223,0.14100744,380.0,-2.4787083023935557,0.8,760.0,0.175
19,0.8462413,0.07557258,0.19633836,0.07877587,0.8359669,0.083568394,0.22199069,0.12238484,0.8467658,0.11435331,0.27604765,0.14092222,400.0,-6.813606448695063,0.45,800.0,0.3
20,0.8463165,0.0753242,0.19631335,0.07818561,0.83588743,0.08348665,0.22190006,0.12209593,0.8462742,0.11441207,0.27539828,0.14143562,420.0,-3.7869757438004017,0.65,840.0,0.15
21,0.84652495,0.074962996,0.19632417,0.07751428,0.83599144,0.083322905,0.22164014,0.121945016,0.84690267,0.114284046,0.27520722,0.14054933,440.0,-4.447510163642467,0.65,880.0,0.3
22,0.8467345,0.074584894,0.19635977,0.076909415,0.83628756,0.08315354,0.22083336,0.124654956,0.8468645,0.11403058,0.2750617,0.14033017,460.0,-3.780367149479688,0.7,920.0,0.325
23,0.8469358,0.07420894,0.19627929,0.0766011,0.83649015,0.08297026,0.22062244,0.124858074,0.846914,0.11404254,0.27471226,0.14015129,480.0,-3.6461198944300413,0.75,960.0,0.325
24,0.84720975,0.07391429,0.1962956,0.076102726,0.8365767,0.082793534,0.22044116,0.1244812,0.8466706,0.11382166,0.2749583,0.1397224,500.0,-3.2913877676576377,0.75,1000.0,0.3
25,0.84724927,0.073650174,0.19626379,0.075464636,0.8364937,0.08267156,0.22039331,0.124236986,0.84650826,0.114911385,0.27523297,0.13915914,520.0,-2.6401370970755815,0.8,1040.0,0.375
26,0.8472952,0.0734173,0.19623409,0.0748969,0.8364606,0.08255508,0.22007944,0.12409763,0.8460202,0.11503476,0.27479374,0.13907535,540.0,-1.938572802275419,0.95,1080.0,0.375
27,0.8472256,0.073174335,0.19615811,0.074690096,0.8364603,0.08239064,0.21965392,0.12454219,0.84581965,0.11467433,0.2747125,0.13903204,560.0,-2.637329020097852,0.75,1120.0,0.275
28,0.84749746,0.07293144,0.19620389,0.07418782,0.83649033,0.08248472,0.21954204,0.124951646,0.84628993,0.11448442,0.27496845,0.13911289,580.0,-3.879745126724243,0.8,1160.0,0.25
29,0.84769464,0.07270676,0.19623818,0.073635116,0.8364508,0.08236089,0.21930394,0.12468069,0.8463896,0.11416826,0.27451998,0.13917598,600.0,-5.522075966075063,0.7,1200.0,0.25
30,0.8477463,0.07247277,0.19623663,0.0732038,0.8364487,0.08222736,0.21911049,0.1242863,0.8461488,0.11431259,0.27448028,0.13872053,620.0,-5.118758575677871,0.65,1240.0,0.3
31,0.8477475,0.07222652,0.19621794,0.07278789,0.8365574,0.08208243,0.2188875,0.12395232,0.84643036,0.11470362,0.27455276,0.13806835,640.0,-3.694021545618773,0.75,1280.0,0.375
32,0.848003,0.07207828,0.19626562,0.0723291,0.83674383,0.08202491,0.21867862,0.1235652,0.84633666,0.11494424,0.2745171,0.13764769,660.0,-0.8723420201241969,1.0,1320.0,0.175
33,0.848387,0.07188418,0.1963315,0.0718092,0.8369782,0.08193084,0.21846066,0.12312614,0.84659266,0.11495104,0.27452067,0.13724424,680.0,-7.8281423036903135,0.3,1360.0,0.25
34,0.84850806,0.07166213,0.19633283,0.07138468,0.83705884,0.0818261,0.21825829,0.12281076,0.84671766,0.115983605,0.27429062,0.13758843,700.0,-3.667839370161295,0.75,1400.0,0.4
35,0.84850854,0.07148891,0.19629867,0.07101576,0.8371196,0.08175358,0.217983,0.122556776,0.8464916,0.11699498,0.2744137,0.13806042,720.0,-4.054318186223506,0.85,1440.0,0.4
36,0.8486023,0.07128606,0.19630522,0.07062192,0.83721346,0.08162478,0.21779275,0.122195765,0.8466944,0.117641576,0.27432474,0.13816096,740.0,-3.601520200997591,0.65,1480.0,0.3
37,0.8486867,0.07115286,0.19629444,0.07024632,0.83706474,0.08160136,0.21687934,0.12323999,0.8467367,0.11818787,0.27420235,0.13844782,760.0,-7.631297974035142,0.65,1520.0,0.225
38,0.8486666,0.0709691,0.19626199,0.06987311,0.837097,0.08153505,0.2166824,0.12303257,0.8465579,0.11910335,0.27405614,0.13904215,780.0,-0.9117972380667926,0.95,1560.0,0.275
39,0.84908533,0.07103149,0.196187,0.07115497,0.8377691,0.08159662,0.21751815,0.12668654,0.84686095,0.11927768,0.27424866,0.13914515,800.0,-1.4408831369578838,0.9,1600.0,0.4
40,0.84907085,0.07086908,0.196167,0.070827074,0.8377848,0.081485726,0.21729001,0.12643653,0.84708875,0.11935858,0.27422488,0.1386447,820.0,-2.728668504849076,0.75,1640.0,0.475
41,0.8490301,0.07071013,0.1961263,0.0704748,0.8377738,0.08137646,0.21721491,0.12608592,0.84764665,0.12088253,0.27440232,0.1389464,840.0,-0.7363798616081476,0.95,1680.0,0.35
42,0.84917635,0.07057252,0.19614069,0.070135966,0.83812064,0.08119974,0.21730775,0.12724505,0.8481166,0.12099453,0.27450296,0.1385135,860.0,-2.081206235453487,0.75,1720.0,0.35
43,0.8491562,0.07041869,0.1961414,0.06976115,0.8381519,0.08111044,0.21711522,0.12688364,0.84804505,0.12134721,0.27443165,0.1382365,880.0,-1.8167813705205915,0.95,1760.0,0.425
44,0.8492706,0.070233345,0.19616923,0.06943074,0.8381788,0.081015125,0.21696624,0.12652929,0.8477171,0.12208947,0.27427068,0.13855419,900.0,-4.569847509592772,0.8,1800.0,0.275
45,0.8491995,0.0701726,0.19613133,0.06916463,0.83890325,0.08125066,0.21748121,0.12787314,0.8477761,0.12224766,0.27455962,0.13856182,920.0,-7.055777847304941,0.55,1840.0,0.425
46,0.8491731,0.070028566,0.19610962,0.06885254,0.8390012,0.081217684,0.2175112,0.12830943,0.8475353,0.12266809,0.27474257,0.13812666,940.0,-2.6087648419439793,0.8,1880.0,0.375
47,0.8492791,0.06991168,0.19614784,0.068605594,0.83891135,0.081130736,0.21749197,0.12834361,0.8472841,0.12278378,0.27464044,0.13776937,960.0,-1.832172989323735,0.9,1920.0,0.5
48,0.84917545,0.06978963,0.19608034,0.06834733,0.838737,0.081059776,0.21729098,0.12819089,0.84690744,0.12312143,0.27448776,0.13798171,980.0,-8.79988205254078,0.45,1960.0,0.325
49,0.84916645,0.06964486,0.19607075,0.068068944,0.83877116,0.08097521,0.21710332,0.1279597,0.8469425,0.12364014,0.27432367,0.1385478,1000.0,-1.7950228363275529,0.9,2000.0,0.25
50,0.84922856,0.06953906,0.19607036,0.06779333,0.83874756,0.08089038,0.21698998,0.12770063,0.8469781,0.12406983,0.27410543,0.13845995,1020.0,-4.956836984366179,0.7,2040.0,0.425
51,0.84931546,0.0694335,0.19608381,0.06750856,0.8388168,0.08083478,0.21686389,0.1273548,0.84699553,0.12359748,0.27407765,0.13798691,1040.0,-1.8058151612579825,0.85,2080.0,0.5
