epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
0,0.84932965,0.09333655,0.205091,0.041848946,20.0,-2.4209328,0.0,100.0,0.01
1,0.84783316,0.098561026,0.2063653,0.056928135,40.0,-4.64334,0.0,200.0,0.04
2,0.8469172,0.09685405,0.20544592,0.053692084,60.0,-5.8684497,0.05,300.0,0.05
3,0.8454421,0.095407546,0.20491157,0.054523334,80.0,-7.510245,0.0,400.0,0.05
4,0.8450084,0.09452188,0.20448771,0.053216662,100.0,-10.578562,0.0,500.0,0.04
5,0.84483486,0.09494153,0.20441997,0.055928364,120.0,-10.864263,0.05,600.0,0.02
6,0.84526944,0.09542986,0.20454106,0.057055213,140.0,-12.283625,0.05,700.0,0.01
7,0.8449743,0.096487485,0.20454888,0.06016331,160.0,-15.1486635,0.05,800.0,0.02
8,0.8457751,0.09703603,0.20460115,0.061444238,180.0,-16.100048,0.05,900.0,0.03
9,0.84457374,0.096422054,0.2043366,0.061347567,200.0,-18.337002,0.0,1000.0,0.07
10,0.8446417,0.097094,0.20433874,0.06232813,220.0,-16.790295,0.05,1100.0,0.04
11,0.8450293,0.09719346,0.204266,0.06272845,240.0,-18.194445,0.05,1200.0,0.05
12,0.84420794,0.0992131,0.20406216,0.06492621,260.0,-20.21401,0.1,1300.0,0.06
13,0.8446799,0.09966472,0.20403393,0.06665602,280.0,-18.590496,0.05,1400.0,0.01
14,0.84427977,0.099847786,0.20377007,0.067772344,300.0,-21.225893,0.0,1500.0,0.06
15,0.8441145,0.10041831,0.20381013,0.06870441,320.0,-24.014791,0.0,1600.0,0.06
16,0.8444397,0.1006699,0.20375182,0.06951403,340.0,-18.547539,0.1,1700.0,0.05
17,0.84477496,0.100931376,0.20383428,0.07044956,360.0,-25.531818,0.0,1800.0,0.02
18,0.8450696,0.101058446,0.2039123,0.07082523,380.0,-21.960312,0.05,1900.0,0.04
19,0.8450081,0.100887395,0.20380713,0.070913576,400.0,-22.08935,0.0,2000.0,0.02
20,0.845259,0.100599416,0.20392393,0.07145479,420.0,-23.746582,0.05,2100.0,0.06
21,0.84515077,0.10044959,0.20379433,0.0728016,440.0,-26.907558,0.0,2200.0,0.04
22,0.84494144,0.100294776,0.20361115,0.07409046,460.0,-22.341639,0.05,2300.0,0.02
23,0.8451388,0.1000573,0.20363766,0.074166514,480.0,-22.05206,0.1,2400.0,0.05
24,0.84478426,0.10013408,0.20353097,0.07466856,500.0,-23.189856,0.0,2500.0,0.04
25,0.84494835,0.09992305,0.20356485,0.07504179,520.0,-24.526056,0.0,2600.0,0.09
26,0.84506375,0.09966761,0.20359078,0.07551866,540.0,-24.8744,0.0,2700.0,0.03
27,0.84506756,0.09944891,0.20356886,0.076084584,560.0,-22.602602,0.15,2800.0,0.07
28,0.84505415,0.099341296,0.2036376,0.07661336,580.0,-23.029083,0.15,2900.0,0.05
29,0.84502846,0.09914777,0.20365027,0.07725773,600.0,-22.282137,0.2,3000.0,0.02
30,0.8450012,0.09884972,0.20368339,0.07765456,620.0,-25.412235,0.05,3100.0,0.18
31,0.84497935,0.098917484,0.20372538,0.078141674,640.0,-26.107534,0.0,3200.0,0.07
32,0.84507734,0.098914914,0.2036807,0.07857327,660.0,-24.429295,0.05,3300.0,0.05
33,0.845082,0.09885045,0.2035742,0.07928437,680.0,-21.001797,0.1,3400.0,0.08
34,0.84494454,0.09960324,0.20357293,0.08022125,700.0,-22.52362,0.0,3500.0,0.06
35,0.8448065,0.09951886,0.20349568,0.08080193,720.0,-26.995432,0.1,3600.0,0.11
36,0.84493345,0.09941221,0.20351619,0.08101062,740.0,-20.40226,0.15,3700.0,0.11
37,0.8448663,0.099380195,0.20360254,0.08172286,760.0,-20.433018,0.05,3800.0,0.04
38,0.8448124,0.09914429,0.20359303,0.08215863,780.0,-24.65069,0.05,3900.0,0.15
39,0.8447485,0.09894348,0.20363316,0.08263735,800.0,-19.211536,0.1,4000.0,0.06
