epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
0,0.8667273,0.100836605,0.20851938,0.06612136,20.0,-1.7330017,0.05,40.0,0.075
1,0.8620668,0.119769245,0.20833726,0.08479914,40.0,-2.4785075,0.0,80.0,0.05
2,0.86111426,0.12025199,0.20831183,0.086597756,60.0,-3.397698,0.05,120.0,0.025
3,0.8587139,0.12113008,0.20650089,0.09005466,80.0,-4.1403484,0.0,160.0,0.05
4,0.8562867,0.119222485,0.20620623,0.08854689,100.0,-4.35177,0.25,200.0,0.075
5,0.8547702,0.11765728,0.20531642,0.08790584,120.0,-4.2967443,0.45,240.0,0.025
6,0.8539539,0.1161618,0.20503837,0.086123474,140.0,-5.0122952,0.35,280.0,0.025
7,0.8531501,0.115979396,0.20517735,0.08787563,160.0,-5.2895517,0.5,320.0,0.0
8,0.8534358,0.11457834,0.2053032,0.0872865,180.0,-7.402665,0.1,360.0,0.0
9,0.8530111,0.11316528,0.2053752,0.08970243,200.0,-7.948747,0.15,400.0,0.025
10,0.851655,0.1137872,0.20487627,0.09141516,220.0,-8.854379,0.1,440.0,0.025
11,0.8511133,0.1142974,0.20522858,0.09140864,240.0,-8.74284,0.15,480.0,0.0
12,0.8501763,0.11357754,0.20529665,0.09144226,260.0,-9.869535,0.1,520.0,0.0
13,0.8491234,0.11317519,0.20504762,0.091709405,280.0,-8.813829,0.15,560.0,0.025
14,0.84846765,0.1135517,0.2050996,0.09182729,300.0,-7.442038,0.45,600.0,0.025
15,0.84869045,0.11486051,0.20569521,0.09501743,320.0,-8.981112,0.2,640.0,0.125
16,0.84878045,0.11614519,0.20624729,0.0976072,340.0,-7.8246207,0.45,680.0,0.075
17,0.84839374,0.11786604,0.20567816,0.09908935,360.0,-7.587655,0.35,720.0,0.05
18,0.847811,0.11831689,0.20565453,0.1009513,380.0,-9.514172,0.2,760.0,0.175
19,0.8476282,0.120221324,0.20565024,0.10311513,400.0,-7.044571,0.45,800.0,0.15
20,0.8474028,0.12298852,0.20578985,0.10561726,420.0,-6.452138,0.55,840.0,0.15
21,0.8468163,0.12480717,0.2058513,0.10743762,440.0,-6.8605146,0.6,880.0,0.075
22,0.8471613,0.12661888,0.20603986,0.109582484,460.0,-5.6971006,0.65,920.0,0.15
23,0.8465352,0.12810963,0.20622385,0.11211851,480.0,-6.381828,0.7,960.0,0.2
24,0.8460663,0.12931146,0.20622076,0.11418984,500.0,-9.529293,0.4,1000.0,0.175
25,0.8456836,0.13068426,0.20628496,0.115363844,520.0,-7.2190065,0.6,1040.0,0.175
26,0.845484,0.13126548,0.20635249,0.11683371,540.0,-8.367273,0.55,1080.0,0.25
27,0.84516644,0.13124533,0.20570113,0.117515944,560.0,-8.230255,0.5,1120.0,0.225
28,0.8452719,0.13200283,0.20533092,0.11875973,580.0,-9.489798,0.45,1160.0,0.2
29,0.84506196,0.13256373,0.20508505,0.12005889,600.0,-8.767175,0.55,1200.0,0.225
30,0.84539014,0.1330067,0.20519161,0.120376445,620.0,-6.8641577,0.6,1240.0,0.225
31,0.8456707,0.13284688,0.20488317,0.12128821,640.0,-7.359473,0.55,1280.0,0.2
32,0.84542054,0.13365306,0.20508741,0.122323476,660.0,-4.9604354,0.85,1320.0,0.2
33,0.84487015,0.13520485,0.2051175,0.12386933,680.0,-5.7397428,0.8,1360.0,0.25
34,0.84473044,0.13607785,0.20500886,0.124524966,700.0,-9.010403,0.55,1400.0,0.25
35,0.8443959,0.13623078,0.20520462,0.12525648,720.0,-8.779499,0.55,1440.0,0.325
36,0.84440535,0.13637589,0.20544003,0.12619977,740.0,-5.289319,0.8,1480.0,0.325
37,0.84405327,0.1366504,0.20484033,0.12692903,760.0,-4.06546,0.8,1520.0,0.325
38,0.8438203,0.13662855,0.20483902,0.12736279,780.0,-7.6791334,0.65,1560.0,0.35
39,0.84324914,0.13711037,0.20493941,0.12800735,800.0,-5.960083,0.75,1600.0,0.4
40,0.8430462,0.13737154,0.2050366,0.1283643,820.0,-4.5290775,0.9,1640.0,0.4
41,0.84273463,0.13855124,0.20527597,0.12894128,840.0,-5.5781984,0.75,1680.0,0.45
42,0.84289885,0.13837792,0.20529713,0.12908885,860.0,-5.9474564,0.65,1720.0,0.4
43,0.84322447,0.13837291,0.20551546,0.12901908,880.0,-6.3699284,0.65,1760.0,0.4
44,0.8434673,0.13790339,0.20559503,0.1286686,900.0,-5.1042085,0.8,1800.0,0.575
45,0.8437212,0.13768618,0.20543118,0.12885466,920.0,-5.4957795,0.65,1840.0,0.4
46,0.843508,0.13827921,0.20522985,0.12910217,940.0,-4.899839,0.8,1880.0,0.45
47,0.843556,0.13852213,0.2052917,0.12953092,960.0,-3.639173,0.95,1920.0,0.425
48,0.84398603,0.13858998,0.20529163,0.12944388,980.0,-3.8238063,0.75,1960.0,0.525
49,0.8438628,0.13848801,0.20524424,0.13003723,1000.0,-9.343266,0.5,2000.0,0.475
50,0.84379894,0.13917376,0.20522457,0.1307155,1020.0,-4.742825,0.9,2040.0,0.45
51,0.84375936,0.13901572,0.20515859,0.13048846,1040.0,-4.4048743,0.8,2080.0,0.525
52,0.8440554,0.13864474,0.20522921,0.13022585,1060.0,-4.031879,0.75,2120.0,0.6
53,0.8443437,0.13878118,0.20522492,0.13041998,1080.0,-3.6828237,0.75,2160.0,0.5
54,0.8445501,0.13870792,0.20536734,0.13064061,1100.0,-3.8772378,0.9,2200.0,0.5
55,0.8451276,0.13893668,0.20572594,0.13100144,1120.0,-5.3634386,0.75,2240.0,0.4
56,0.84512043,0.13901341,0.20565842,0.13130993,1140.0,-4.5337763,0.85,2280.0,0.475
57,0.84518385,0.1386789,0.20570196,0.13111624,1160.0,-6.448771,0.75,2320.0,0.6
58,0.84502167,0.13939096,0.20583329,0.13147771,1180.0,-4.376249,0.8,2360.0,0.475
59,0.84527403,0.13927473,0.20569344,0.13139546,1200.0,-6.0345006,0.7,2400.0,0.5
60,0.8456221,0.13884033,0.20567724,0.13136241,1220.0,-3.4298034,0.9,2440.0,0.525
61,0.845877,0.13853662,0.20586482,0.13122568,1240.0,-2.9007754,0.9,2480.0,0.525
62,0.8458338,0.13808273,0.20578328,0.13097884,1260.0,-4.093024,0.8,2520.0,0.55
63,0.8460255,0.13783251,0.20575571,0.13096501,1280.0,-4.369098,0.85,2560.0,0.575
64,0.84641486,0.13767892,0.20590992,0.1305916,1300.0,-4.3285213,0.8,2600.0,0.6
65,0.8466005,0.13761306,0.20585872,0.13039763,1320.0,-6.570855,0.8,2640.0,0.6
66,0.8466597,0.13752696,0.20578581,0.13065709,1340.0,-4.6417813,0.85,2680.0,0.425
67,0.8468692,0.1370783,0.2058089,0.13047788,1360.0,-6.533329,0.6,2720.0,0.725
68,0.8470814,0.13679686,0.20586838,0.13018529,1380.0,-2.7252488,0.9,2760.0,0.65
69,0.8473358,0.13643147,0.2058854,0.1298925,1400.0,-3.5100503,0.85,2800.0,0.55
70,0.847611,0.13648172,0.20584312,0.12999795,1420.0,-1.8753802,0.95,2840.0,0.6
71,0.8476825,0.13633059,0.20584625,0.12982532,1440.0,-3.3816757,0.8,2880.0,0.525
72,0.8480173,0.1362236,0.20591871,0.12971066,1460.0,-3.252309,0.8,2920.0,0.6
73,0.84817046,0.13595134,0.20587797,0.12935926,1480.0,-3.348896,0.9,2960.0,0.775
74,0.84846264,0.13565893,0.205939,0.12906271,1500.0,-3.4697127,0.75,3000.0,0.7
75,0.84865636,0.13553087,0.20600912,0.12893693,1520.0,-3.451706,0.8,3040.0,0.55
76,0.8487455,0.1352673,0.20610535,0.12874758,1540.0,-2.8519957,0.9,3080.0,0.55
77,0.84888774,0.13525586,0.20624575,0.12882942,1560.0,-7.1141815,0.75,3120.0,0.525
