epoch,p0/stats_g/mean,p0/stats_g/std,p0/stats_o/mean,p0/stats_o/std,p1/stats_g/mean,p1/stats_g/std,p1/stats_o/mean,p1/stats_o/std,p2/stats_g/mean,p2/stats_g/std,p2/stats_o/mean,p2/stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
31,0.8557661,0.05521885,0.20423684,0.034453515,0.8479714,0.07013049,0.2048004,0.053559657,0.84560174,0.10884849,0.20384647,0.09297487,320.0,-2.3218343,0.9,640.0,0.6
32,0.85573894,0.05523649,0.20421904,0.034357477,0.84790134,0.07008568,0.20479627,0.053252533,0.84547895,0.10846281,0.2039168,0.09276002,330.0,-4.4693685,0.7,660.0,0.4
33,0.8559825,0.055261534,0.20429872,0.034259267,0.8482213,0.06993639,0.20487471,0.052933313,0.84482723,0.10875034,0.20373009,0.09253008,340.0,-4.0735154,0.7,680.0,0.4
34,0.85603875,0.055261116,0.20429474,0.034170367,0.8483215,0.06988922,0.20484993,0.05261667,0.84515285,0.10840384,0.20388146,0.09218094,350.0,-2.3391929,0.8,700.0,0.35
35,0.85614353,0.055201735,0.20433119,0.03406801,0.8484025,0.06986779,0.20489684,0.052451085,0.8449747,0.10858538,0.20393965,0.09200788,360.0,-1.6135178,1.0,720.0,0.35
36,0.85614353,0.055131596,0.2043243,0.033978388,0.8483815,0.06977128,0.20488104,0.052189425,0.84464294,0.10839949,0.20398521,0.091776244,370.0,-4.428212,0.7,740.0,0.55
37,0.85635966,0.055097938,0.20437302,0.03388052,0.84860134,0.069701634,0.20491825,0.051910497,0.84471565,0.108033895,0.20409422,0.09124755,380.0,-4.499181,0.6,760.0,0.4
38,0.8567843,0.055068567,0.20452635,0.033800077,0.84918267,0.069626175,0.20506802,0.051622912,0.8448753,0.10803238,0.20432688,0.09166401,390.0,-1.9385517,0.9,780.0,0.15
39,0.8566277,0.055062424,0.20446703,0.03371817,0.84898424,0.069607176,0.20504531,0.051629305,0.8450776,0.10799432,0.20424606,0.09141075,400.0,-2.7513013,0.8,800.0,0.3
40,0.8567006,0.055123147,0.20449343,0.03367547,0.8491042,0.06963681,0.20501533,0.051684555,0.8446045,0.10818321,0.20398119,0.09191223,410.0,-1.2293202,1.0,820.0,0.3
41,0.8570607,0.05505951,0.204631,0.033672847,0.8496289,0.06964294,0.20507695,0.051602345,0.8452737,0.108020835,0.20407917,0.09147582,420.0,-2.2724204,0.7,840.0,0.5
42,0.8570504,0.055418406,0.20470053,0.036342602,0.8497348,0.06976939,0.20510742,0.051777277,0.8453703,0.10788381,0.20409237,0.09191951,430.0,-5.6400843,0.6,860.0,0.4
43,0.85718185,0.05538051,0.2047338,0.036243692,0.84988636,0.06974647,0.20513412,0.05152494,0.8453488,0.10767216,0.20422079,0.0914463,440.0,-2.6196198,0.9,880.0,0.45
44,0.8569189,0.055385243,0.20464446,0.036158063,0.849552,0.06972307,0.20503066,0.05129205,0.845289,0.10776935,0.20412703,0.091144755,450.0,-1.9107015,0.8,900.0,0.35
45,0.85691327,0.055283833,0.2046229,0.036047824,0.84951,0.06961828,0.20502573,0.051161952,0.8450927,0.10715259,0.20415445,0.09058822,460.0,-1.6706545,0.8,920.0,0.8
46,0.85696477,0.05521519,0.20462413,0.03594894,0.84957486,0.069547586,0.20503543,0.050925784,0.8451025,0.10673362,0.20431396,0.09027682,470.0,-1.3294713,0.9,940.0,0.35
47,0.8569754,0.055169854,0.20461553,0.035847586,0.8493363,0.07008033,0.20508328,0.051021766,0.84543854,0.10678341,0.20446725,0.090079,480.0,-2.5328984,0.7,960.0,0.3
48,0.8570487,0.05515888,0.20463446,0.035761524,0.8494928,0.070030496,0.20505334,0.05095356,0.84522945,0.10677954,0.2044092,0.08981965,490.0,-1.3281921,1.0,980.0,0.5
49,0.8571164,0.055127386,0.20464031,0.03567508,0.8495764,0.0699515,0.20506184,0.050737165,0.8454632,0.10653949,0.20444746,0.08953237,500.0,-2.1564255,0.8,1000.0,0.2
50,0.8572235,0.055054095,0.20467445,0.03557054,0.8497314,0.0698099,0.20509154,0.05049181,0.8455762,0.10623181,0.20445599,0.08924371,510.0,-3.0333765,0.6,1020.0,0.35
51,0.8571965,0.054995563,0.20465386,0.035485722,0.84965926,0.069727965,0.20510367,0.050445333,0.8457244,0.106471114,0.20463553,0.08916295,520.0,-1.7185131,0.9,1040.0,0.3
52,0.85734814,0.054993168,0.20470974,0.035402864,0.8497913,0.06965741,0.20521295,0.050432872,0.8461911,0.106494755,0.20462757,0.08895573,530.0,-3.430111,0.5,1060.0,0.3
53,0.8572212,0.054988638,0.20467179,0.035350636,0.8495402,0.06974456,0.20511697,0.050864983,0.8462922,0.10614783,0.20465879,0.089075655,540.0,-1.592441,0.9,1080.0,0.3
54,0.8571952,0.054917008,0.20465674,0.03525217,0.84954405,0.06962205,0.20510495,0.050643306,0.84628993,0.106199145,0.20466533,0.0889851,550.0,-1.6770712,0.9,1100.0,0.25
55,0.856972,0.054869216,0.20456696,0.035178624,0.84924865,0.06954632,0.20501915,0.05045707,0.8463121,0.10627306,0.20471117,0.08896628,560.0,-1.7856338,0.9,1120.0,0.2
56,0.8569495,0.054811075,0.20455243,0.03510541,0.84919554,0.06944362,0.20500709,0.050260104,0.8465569,0.10651263,0.20485052,0.08889443,570.0,-1.9581953,0.8,1140.0,0.35
57,0.8568478,0.054833774,0.20451695,0.03506745,0.8490529,0.06940021,0.20496027,0.050110623,0.8469904,0.107992284,0.20491599,0.08920819,580.0,-3.5200753,0.7,1160.0,0.1
58,0.85685474,0.054860014,0.20452158,0.03501682,0.8490854,0.069388025,0.2049576,0.04995481,0.84707004,0.107938446,0.20498957,0.088995494,590.0,-2.9614682,0.7,1180.0,0.3
59,0.85687417,0.05479418,0.20451553,0.034966186,0.8490951,0.06930543,0.20496675,0.049926654,0.84740734,0.10772466,0.20500743,0.0886163,600.0,-1.9655266,0.9,1200.0,0.5
60,0.8567037,0.054826614,0.2044542,0.034926172,0.84888166,0.069314994,0.2048949,0.049782485,0.84731597,0.107669175,0.20494047,0.088910714,610.0,-1.9215069,0.9,1220.0,0.45
61,0.8568613,0.054746985,0.20450784,0.034845185,0.8491016,0.06918925,0.20494457,0.049582858,0.8474675,0.10748854,0.20496042,0.08880268,620.0,-1.6048845,0.8,1240.0,0.45
62,0.85683054,0.054740503,0.2044801,0.034788284,0.8490178,0.06918935,0.2049771,0.05028862,0.84751326,0.10720224,0.20505312,0.08933575,630.0,-1.4218885,0.9,1260.0,0.3
63,0.85667986,0.054721057,0.2044139,0.03472846,0.8488259,0.069137566,0.20490569,0.05011121,0.8478775,0.107171714,0.20507593,0.08907559,640.0,-1.3021477,1.0,1280.0,0.45
64,0.8567807,0.0547165,0.20444843,0.034675263,0.84899825,0.06909076,0.2049385,0.049967732,0.8479893,0.106842846,0.20512505,0.088782415,650.0,-1.3979363,1.0,1300.0,0.6
65,0.85679936,0.054719184,0.20444588,0.03462616,0.84901386,0.06905525,0.20493037,0.04982776,0.8480987,0.106670916,0.20498507,0.08885097,660.0,-0.7803761,1.0,1320.0,0.5
66,0.8568749,0.054686397,0.20446764,0.03456349,0.84914905,0.06900146,0.20495349,0.049666878,0.84812045,0.10656836,0.20496857,0.08861744,670.0,-1.0384305,1.0,1340.0,0.65
67,0.856962,0.054682404,0.20447974,0.035107452,0.84920764,0.06897152,0.20500383,0.04986079,0.84813756,0.10665548,0.20492464,0.08834253,680.0,-1.0557476,0.9,1360.0,0.35
68,0.85687083,0.054681927,0.20443924,0.035055157,0.8490899,0.06891325,0.20496121,0.049697053,0.8484854,0.10674552,0.20494515,0.08821812,690.0,-0.8649089,1.0,1380.0,0.3
69,0.85684943,0.05461882,0.20442057,0.03498219,0.84909296,0.068832025,0.2049344,0.049529787,0.8486547,0.106465675,0.20498165,0.08795637,700.0,-1.3252785,0.9,1400.0,0.6
70,0.8569314,0.054578464,0.20444947,0.03491453,0.84920496,0.06878585,0.20496455,0.049370937,0.84876823,0.106353946,0.20498364,0.087821625,710.0,-1.4390718,0.9,1420.0,0.5
71,0.8570059,0.054537382,0.20447317,0.03484541,0.84931,0.068715386,0.20498201,0.049202505,0.848815,0.10677949,0.205073,0.08770157,720.0,-2.4224901,0.7,1440.0,0.25
72,0.8570399,0.054515716,0.20448282,0.034789484,0.8493552,0.06865672,0.20498723,0.049070578,0.8489143,0.10664531,0.20508693,0.087369755,730.0,-1.7286394,0.9,1460.0,0.45
73,0.857177,0.054480154,0.20452458,0.03476281,0.84950095,0.068574555,0.20502649,0.048915826,0.8490536,0.1069569,0.20513365,0.08764104,740.0,-3.352232,0.9,1480.0,0.4
