epoch,p0/stats_g/mean,p0/stats_g/std,p0/stats_o/mean,p0/stats_o/std,p1/stats_g/mean,p1/stats_g/std,p1/stats_o/mean,p1/stats_o/std,p2/stats_g/mean,p2/stats_g/std,p2/stats_o/mean,p2/stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
0,0.8560485,0.06529049,0.20386165,0.03887346,0.8469276,0.07062683,0.20475747,0.047676124,0.8615326,0.10289664,0.2071089,0.05034905,10.0,-1.334664,0.0,20.0,0.05
1,0.85629016,0.06490532,0.20446067,0.043634623,0.8480628,0.06986589,0.20444264,0.05215693,0.86091405,0.10380343,0.20746313,0.057211637,20.0,-1.8564873,0.0,40.0,0.05
2,0.8564286,0.063840516,0.20428753,0.042394552,0.8473697,0.06917813,0.20420182,0.050809927,0.85682005,0.10429437,0.20701538,0.064059265,30.0,-2.3186946,0.0,60.0,0.05
3,0.8557806,0.06283479,0.20402269,0.04128686,0.84638405,0.06858416,0.20464334,0.051939856,0.85398746,0.10487459,0.20656423,0.07201203,40.0,-3.8015137,0.0,80.0,0.0
4,0.85524696,0.06219163,0.20392318,0.040592566,0.84562606,0.06821647,0.20476581,0.051571537,0.8523388,0.1039319,0.20640421,0.07519963,50.0,-3.5205574,0.0,100.0,0.05
5,0.85460097,0.061540827,0.20378372,0.03989064,0.8450949,0.06799299,0.20441927,0.05127729,0.8502026,0.10274837,0.20603266,0.07885552,60.0,-4.546789,0.0,120.0,0.05
6,0.8551592,0.061255574,0.20399407,0.039391913,0.84639525,0.06818717,0.20436968,0.05112762,0.8496697,0.101766326,0.20648964,0.08045327,70.0,-3.9579914,0.1,140.0,0.0
7,0.8554488,0.060684886,0.2040699,0.038797837,0.84603137,0.07009628,0.2043118,0.051767517,0.8494876,0.1005317,0.20583282,0.08112217,80.0,-2.7756753,0.5,160.0,0.05
8,0.85612726,0.06003374,0.20426139,0.038251653,0.84689885,0.069605894,0.20403284,0.05644682,0.8497545,0.09921188,0.20546933,0.08107417,90.0,-4.4437513,0.3,180.0,0.15
9,0.8557883,0.059593756,0.20410052,0.03777744,0.8466685,0.06921055,0.2038974,0.05538313,0.84704185,0.10131895,0.20572875,0.0832275,100.0,-4.552715,0.4,200.0,0.0
