epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
0,0.8452675,0.09360563,0.20371398,0.04506227,20.0,-0.7775298,0.0,100.0,0.03
1,0.8477598,0.092810415,0.2050043,0.048822645,40.0,-1.1130387,0.0,200.0,0.02
2,0.8491292,0.09237704,0.2051578,0.04758462,60.0,-1.6319128,0.05,300.0,0.07
3,0.84833974,0.09218524,0.20504728,0.04675074,80.0,-2.3859339,0.05,400.0,0.02
4,0.8483019,0.09300527,0.20492601,0.046438627,100.0,-3.1325467,0.0,500.0,0.01
5,0.8479636,0.09296096,0.2048061,0.04533577,120.0,-2.7752984,0.05,600.0,0.04
6,0.8469444,0.0941914,0.20460495,0.045574814,140.0,-3.240245,0.05,700.0,0.03
7,0.8455158,0.09448909,0.20399813,0.047304288,160.0,-3.0558329,0.05,800.0,0.02
8,0.8447876,0.09447461,0.20374745,0.04697667,180.0,-4.859225,0.0,900.0,0.04
9,0.8454673,0.09435052,0.20394523,0.046520382,200.0,-4.150852,0.05,1000.0,0.04
10,0.8451988,0.094390064,0.20390096,0.046905767,220.0,-5.61123,0.0,1100.0,0.06
11,0.8450194,0.093873195,0.20392883,0.046373118,240.0,-5.687109,0.0,1200.0,0.01
12,0.84514064,0.09362654,0.20400295,0.046454355,260.0,-6.231795,0.05,1300.0,0.06
13,0.8452957,0.09373722,0.20402186,0.04620387,280.0,-5.213805,0.15,1400.0,0.02
14,0.84511274,0.09370134,0.2039511,0.04578281,300.0,-5.124488,0.2,1500.0,0.04
15,0.8450015,0.09409959,0.20395435,0.046299137,320.0,-6.144494,0.0,1600.0,0.0
16,0.84489965,0.09414488,0.20396888,0.046740357,340.0,-6.2751923,0.05,1700.0,0.04
17,0.845108,0.09409153,0.20401709,0.04663246,360.0,-6.1647687,0.05,1800.0,0.01
18,0.8452527,0.09413955,0.20396891,0.046933327,380.0,-6.6316276,0.1,1900.0,0.04
19,0.84499097,0.09415319,0.20386532,0.04663473,400.0,-6.8412085,0.1,2000.0,0.05
20,0.84532577,0.094156176,0.20393911,0.04710182,420.0,-6.063882,0.15,2100.0,0.04
21,0.84517974,0.09407408,0.20390232,0.047427915,440.0,-7.4022193,0.05,2200.0,0.02
22,0.844909,0.09394614,0.20377815,0.048094284,460.0,-8.437519,0.05,2300.0,0.05
23,0.844712,0.09389689,0.2037436,0.04848931,480.0,-8.978319,0.0,2400.0,0.05
24,0.8448763,0.093832694,0.20377372,0.048737198,500.0,-7.9006524,0.0,2500.0,0.03
25,0.8450563,0.09383098,0.20380175,0.04886316,520.0,-9.89327,0.1,2600.0,0.03
26,0.84518653,0.09384587,0.20388615,0.049026083,540.0,-7.3917046,0.05,2700.0,0.04
27,0.8453756,0.09372128,0.20395225,0.048930526,560.0,-9.58111,0.05,2800.0,0.02
28,0.8454451,0.09382829,0.20392743,0.048826605,580.0,-8.874342,0.05,2900.0,0.01
29,0.8455762,0.093768805,0.20395805,0.0486654,600.0,-7.376194,0.0,3000.0,0.03
30,0.84564143,0.09375563,0.20399536,0.04875468,620.0,-11.088782,0.0,3100.0,0.02
31,0.8457,0.093858786,0.20405251,0.0488443,640.0,-8.671596,0.1,3200.0,0.01
32,0.8455913,0.09391961,0.20401573,0.04878458,660.0,-9.189816,0.0,3300.0,0.02
33,0.84575194,0.094216175,0.2040339,0.049187917,680.0,-9.135689,0.0,3400.0,0.03
34,0.8455321,0.09447967,0.20395891,0.049802825,700.0,-9.208319,0.05,3500.0,0.05
35,0.84556407,0.094516456,0.20395662,0.050222512,720.0,-8.52946,0.05,3600.0,0.03
36,0.84575653,0.094491564,0.20401199,0.050176054,740.0,-11.470616,0.05,3700.0,0.02
37,0.8457181,0.094403915,0.20396893,0.050751,760.0,-9.924452,0.05,3800.0,0.05
38,0.84578323,0.094308235,0.20396292,0.050965764,780.0,-9.365915,0.1,3900.0,0.03
39,0.8460085,0.094555475,0.2040184,0.051605638,800.0,-6.997622,0.0,4000.0,0.03
