epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
0,0.85338277,0.09316778,0.20667367,0.037337437,20.0,-2.7211702,0.05,100.0,0.03
1,0.8517659,0.09345987,0.20597436,0.046369623,40.0,-4.6395383,0.0,200.0,0.04
2,0.85061455,0.09349834,0.20565593,0.049077287,60.0,-6.186023,0.05,300.0,0.03
3,0.8503279,0.094243765,0.20515072,0.04958534,80.0,-7.3908005,0.0,400.0,0.04
4,0.84843856,0.09457073,0.20478153,0.054434612,100.0,-9.926565,0.05,500.0,0.04
5,0.8478608,0.09451139,0.2043752,0.056242548,120.0,-10.591648,0.05,600.0,0.02
6,0.8474331,0.09453466,0.20438318,0.05622995,140.0,-13.133005,0.05,700.0,0.07
7,0.8469815,0.09509796,0.20434739,0.05770295,160.0,-12.209416,0.05,800.0,0.05
8,0.8472832,0.09488106,0.20424071,0.05805448,180.0,-14.131549,0.05,900.0,0.03
9,0.84695363,0.09556538,0.20421109,0.058301244,200.0,-15.899673,0.05,1000.0,0.04
10,0.84711623,0.09590974,0.20421101,0.05865671,220.0,-17.075016,0.0,1100.0,0.07
11,0.8467162,0.09693562,0.2041586,0.060521647,240.0,-18.357285,0.05,1200.0,0.04
12,0.8465374,0.09781569,0.20414023,0.062836856,260.0,-19.234081,0.0,1300.0,0.03
13,0.84618735,0.09776151,0.20409462,0.062827684,280.0,-20.60121,0.05,1400.0,0.01
14,0.8461427,0.09760052,0.2041342,0.06405969,300.0,-17.034716,0.15,1500.0,0.03
15,0.8460161,0.097804815,0.20419854,0.065432295,320.0,-21.995327,0.0,1600.0,0.06
16,0.8463022,0.09809232,0.20427994,0.06677371,340.0,-22.179592,0.15,1700.0,0.05
17,0.846009,0.09786614,0.20437515,0.067157395,360.0,-25.12179,0.0,1800.0,0.03
18,0.8459552,0.0977112,0.20434797,0.06804144,380.0,-24.5492,0.05,1900.0,0.02
19,0.84581965,0.09778725,0.2042201,0.06838153,400.0,-25.615414,0.05,2000.0,0.03
20,0.8457237,0.09762549,0.20420709,0.068519,420.0,-22.17016,0.15,2100.0,0.06
21,0.84540373,0.09747612,0.20412315,0.06944651,440.0,-22.371504,0.1,2200.0,0.03
22,0.84546655,0.09736678,0.20419197,0.06979833,460.0,-20.556906,0.1,2300.0,0.04
23,0.8450725,0.09730121,0.20412359,0.06983024,480.0,-26.37762,0.0,2400.0,0.05
24,0.8450427,0.09718373,0.20414433,0.07039207,500.0,-25.366817,0.0,2500.0,0.02
25,0.8446126,0.09739277,0.203999,0.071145006,520.0,-22.159227,0.05,2600.0,0.03
26,0.8445613,0.097930245,0.20397873,0.0726745,540.0,-27.751179,0.05,2700.0,0.06
27,0.8444095,0.09806174,0.20395447,0.07267239,560.0,-26.168316,0.05,2800.0,0.04
28,0.84453195,0.09822091,0.20395939,0.072868265,580.0,-29.281971,0.0,2900.0,0.05
29,0.8443293,0.09843156,0.203916,0.07316482,600.0,-25.13734,0.05,3000.0,0.06
30,0.8444421,0.09880523,0.20391327,0.07384776,620.0,-21.895267,0.05,3100.0,0.07
31,0.84451723,0.0985936,0.2039974,0.07409069,640.0,-26.719778,0.05,3200.0,0.05
32,0.8445432,0.09845341,0.20396814,0.07435751,660.0,-28.995275,0.0,3300.0,0.07
33,0.8444362,0.09837646,0.20396167,0.07436693,680.0,-25.396809,0.05,3400.0,0.08
34,0.84461254,0.098178364,0.20399453,0.07467803,700.0,-20.98897,0.15,3500.0,0.06
35,0.84449196,0.09821374,0.20400415,0.0751887,720.0,-29.517529,0.0,3600.0,0.05
36,0.844347,0.09814178,0.20404848,0.07571122,740.0,-26.000555,0.05,3700.0,0.05
37,0.84423953,0.09877994,0.20401007,0.0757804,760.0,-29.033413,0.05,3800.0,0.03
38,0.8441119,0.09884894,0.2039954,0.07635667,780.0,-22.368414,0.15,3900.0,0.09
39,0.8441362,0.09913993,0.2039118,0.07699823,800.0,-23.894934,0.05,4000.0,0.05
