epoch,p0/stats_g/mean,p0/stats_g/std,p0/stats_o/mean,p0/stats_o/std,p1/stats_g/mean,p1/stats_g/std,p1/stats_o/mean,p1/stats_o/std,p2/stats_g/mean,p2/stats_g/std,p2/stats_o/mean,p2/stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
0,0.8297648,0.10126877,0.1946315,0.08712284,0.840913,0.075225,0.23346236,0.06669369,0.860204,0.09621081,0.2745766,0.042843536,20.0,-1.4414290463402868,0.05,40.0,0.0
1,0.8365316,0.10655237,0.1953469,0.09743834,0.8310235,0.07701752,0.23383212,0.08676575,0.8585709,0.09631414,0.27180976,0.06844377,40.0,-1.9298055547475816,0.0,80.0,0.0
2,0.83949345,0.10330465,0.19415139,0.09523535,0.8278532,0.078541785,0.22889398,0.09875155,0.855704,0.09944581,0.2714168,0.0847055,60.0,-1.9706381325572733,0.45,120.0,0.0
3,0.83959204,0.101309754,0.19317794,0.0947698,0.8273899,0.07644015,0.22397535,0.10888864,0.85186607,0.10692877,0.2719155,0.10221453,80.0,-3.0184508278667925,0.1,160.0,0.125
4,0.8399939,0.100064754,0.19330266,0.093302175,0.8281963,0.07748129,0.22527525,0.11823216,0.85006744,0.11038213,0.2752368,0.120819464,100.0,-2.2569169591516256,0.45,200.0,0.1
5,0.84078676,0.098913066,0.19353843,0.092088,0.8281989,0.07752811,0.22438237,0.11750242,0.85195637,0.11233789,0.27583155,0.12663595,120.0,-2.2681129908785223,0.5,240.0,0.175
6,0.841633,0.09783248,0.19374625,0.090828225,0.83042485,0.079062454,0.22385472,0.118006535,0.851692,0.1126684,0.2742796,0.12692292,140.0,-3.376367557033896,0.25,280.0,0.15
7,0.84206754,0.09681686,0.19385165,0.0897056,0.8310409,0.07915411,0.22278029,0.12053046,0.85219866,0.11686561,0.2766783,0.13137782,160.0,-3.623421283140779,0.4,320.0,0.125
8,0.84205824,0.09586093,0.19381386,0.08868202,0.8306969,0.07891593,0.22232525,0.12055442,0.84707284,0.1270042,0.27512175,0.1378834,180.0,-3.572660097286105,0.35,360.0,0.175
9,0.8428013,0.0950898,0.19401063,0.08770384,0.83162457,0.07900725,0.22281203,0.12274349,0.8470246,0.12831323,0.27526113,0.1403251,200.0,-2.0950517208725215,0.65,400.0,0.125
10,0.842901,0.09428794,0.19399819,0.08679651,0.831706,0.07898802,0.22268596,0.123425394,0.8473313,0.12543173,0.27514702,0.13897027,220.0,-2.376375285729766,0.7,440.0,0.2
11,0.84360456,0.093464546,0.19414681,0.08574029,0.831973,0.07890352,0.22254784,0.12317724,0.8472263,0.124658786,0.27561036,0.14093325,240.0,-5.364040900960565,0.35,480.0,0.2
12,0.84387404,0.09280866,0.19418396,0.08493276,0.83216375,0.07905307,0.22178784,0.1266817,0.8455508,0.12979947,0.27516693,0.1437004,260.0,-3.459502646833658,0.6,520.0,0.125
13,0.84419674,0.09212505,0.19426775,0.08411244,0.83246607,0.07895761,0.22157918,0.12625927,0.84425324,0.1335168,0.27379307,0.14436664,280.0,-6.343037560619414,0.25,560.0,0.275
14,0.8442815,0.09140258,0.19429909,0.08336423,0.8326095,0.07878065,0.22131541,0.12587719,0.841332,0.1364517,0.27365428,0.14520545,300.0,-3.239572266995907,0.75,600.0,0.125
15,0.84459263,0.09072366,0.19437364,0.08262117,0.83269143,0.078607574,0.22123608,0.1253635,0.8413189,0.1345144,0.2727668,0.14515966,320.0,-3.3961660632342103,0.65,640.0,0.175
16,0.8444924,0.09006526,0.1943402,0.08185302,0.83248067,0.07863889,0.22105882,0.12615095,0.8409319,0.13509253,0.2718959,0.14428887,340.0,-3.0276895565167066,0.75,680.0,0.325
17,0.8447192,0.089467786,0.19441155,0.08120643,0.8328331,0.07853545,0.22073337,0.12597921,0.8415049,0.13230205,0.2722747,0.14316235,360.0,-5.140557092532515,0.5,720.0,0.25
