epoch,p0/stats_g/mean,p0/stats_g/std,p0/stats_o/mean,p0/stats_o/std,p1/stats_g/mean,p1/stats_g/std,p1/stats_o/mean,p1/stats_o/std,p2/stats_g/mean,p2/stats_g/std,p2/stats_o/mean,p2/stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
0,0.85661656,0.059547376,0.2041088,0.042987738,0.8506556,0.077525035,0.20543535,0.067538455,0.8609078,0.10051337,0.20646858,0.036778506,10.0,-1.6335548,0.1,20.0,0.0
1,0.8573224,0.058942158,0.20460159,0.04165659,0.85328263,0.07610443,0.20624827,0.073093586,0.8618491,0.101191014,0.20833422,0.057666812,20.0,-2.072044,0.1,40.0,0.05
2,0.8571448,0.05816385,0.204506,0.04052518,0.8527147,0.07442248,0.20593886,0.069835894,0.85920763,0.099743925,0.20742577,0.05990432,30.0,-2.7962856,0.0,60.0,0.05
3,0.8566622,0.057862345,0.20458037,0.03969079,0.85211825,0.073535345,0.20606744,0.07117509,0.8569247,0.0990422,0.2067292,0.06166565,40.0,-3.149654,0.2,80.0,0.1
4,0.8552845,0.057872623,0.20418216,0.03909487,0.8502913,0.07335373,0.2053671,0.069295175,0.8536236,0.099386245,0.20647058,0.06379594,50.0,-4.0432177,0.1,100.0,0.15
5,0.854798,0.05755279,0.20406766,0.03862368,0.8493612,0.07306305,0.20491435,0.06897093,0.85257167,0.099090494,0.2069537,0.06523802,60.0,-3.1610637,0.1,120.0,0.15
6,0.8551652,0.057080504,0.20415922,0.038120806,0.8496232,0.07226185,0.20510535,0.06739486,0.8514127,0.09854194,0.20625585,0.06801489,70.0,-3.294376,0.3,140.0,0.15
7,0.85632116,0.056653988,0.20449382,0.037631158,0.8510408,0.07134024,0.20539366,0.06564602,0.85108423,0.104392625,0.20589949,0.070727035,80.0,-3.5644736,0.4,160.0,0.25
8,0.85614556,0.05642824,0.20440224,0.037227362,0.85062116,0.071016766,0.20545696,0.065403506,0.8511413,0.10429569,0.20615163,0.072965816,90.0,-3.9411132,0.4,180.0,0.1
9,0.85573554,0.05636834,0.20422205,0.036855053,0.85007447,0.070733584,0.20523165,0.06407435,0.84972423,0.103356905,0.20541905,0.074239075,100.0,-4.053669,0.4,200.0,0.2
10,0.8566162,0.05610018,0.20448922,0.036481217,0.85104036,0.070154645,0.20547333,0.06281218,0.8501539,0.10227293,0.20515257,0.07529859,110.0,-4.4728346,0.4,220.0,0.15
