epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
0,0.874883,0.092125736,0.21142958,0.1065727,20.0,-2.15154,0.25,100.0,0.03
1,0.85441613,0.10598857,0.2331802,0.13772453,40.0,-2.9982169,0.3,200.0,0.02
2,0.8520255,0.10879043,0.24095835,0.14962314,60.0,-3.583409,0.45,300.0,0.07
3,0.8483782,0.11149915,0.24683188,0.1531594,80.0,-3.4775467,0.15,400.0,0.07
4,0.845658,0.11387023,0.24973002,0.15614271,100.0,-2.7917454,0.5,500.0,0.14
5,0.8450205,0.11297224,0.25044248,0.15632793,120.0,-2.1656773,0.75,600.0,0.18
6,0.84481955,0.11283833,0.25219572,0.15746556,140.0,-4.3907604,0.6,700.0,0.17
7,0.84456736,0.115650035,0.25323665,0.15911658,160.0,-3.7121265,0.6,800.0,0.21
8,0.8448902,0.120463885,0.25471577,0.16255328,180.0,-2.6203966,0.8,900.0,0.26
9,0.84422565,0.12052544,0.2553082,0.16248247,200.0,-3.1873364,0.75,1000.0,0.25
10,0.84406275,0.12005586,0.25525483,0.16224338,220.0,-2.3779411,0.85,1100.0,0.31
11,0.84414744,0.11882568,0.25561434,0.16174667,240.0,-1.9904957,0.75,1200.0,0.28
12,0.84338266,0.120239384,0.25558037,0.16141714,260.0,-3.0638163,0.85,1300.0,0.36
13,0.84387064,0.1210832,0.25585467,0.16198443,280.0,-1.9513433,0.95,1400.0,0.3
14,0.8443842,0.12175971,0.25600764,0.16182972,300.0,-1.5087494,1.0,1500.0,0.22
15,0.84426993,0.122059375,0.25607598,0.1614186,320.0,-1.4520943,0.9,1600.0,0.36
16,0.8441221,0.122724645,0.25591078,0.16179618,340.0,-1.7437861,0.9,1700.0,0.44
17,0.8445375,0.12282556,0.25630522,0.16177687,360.0,-2.2001042,0.9,1800.0,0.34
18,0.84405375,0.12319797,0.25616103,0.16181105,380.0,-1.9594727,0.95,1900.0,0.33
19,0.84406835,0.122959934,0.25596327,0.16166343,400.0,-1.2547928,0.95,2000.0,0.31
20,0.84408635,0.12302192,0.25594744,0.16106862,420.0,-1.1829976,0.9,2100.0,0.44
21,0.84477496,0.12259221,0.25638628,0.16078721,440.0,-1.4523041,0.95,2200.0,0.41
22,0.8452864,0.12218535,0.25639823,0.16052045,460.0,-0.6815878,0.95,2300.0,0.42
23,0.845365,0.12210202,0.25625187,0.16030577,480.0,-1.301307,0.95,2400.0,0.43
24,0.84565544,0.12246725,0.25641033,0.1604774,500.0,-0.62205124,0.95,2500.0,0.4
25,0.8457944,0.12249731,0.25669116,0.16018361,520.0,-0.58027494,0.95,2600.0,0.33
26,0.8460498,0.12229299,0.25681588,0.15995447,540.0,-0.49548316,1.0,2700.0,0.36
27,0.84616536,0.1222502,0.25675777,0.15996136,560.0,-0.44969758,1.0,2800.0,0.36
28,0.84648603,0.12232917,0.25683314,0.15991391,580.0,-0.4576234,1.0,2900.0,0.42
29,0.8467354,0.122013606,0.2568555,0.15965682,600.0,-0.89030296,0.95,3000.0,0.49
30,0.84694767,0.122095905,0.25687116,0.1594256,620.0,-0.54140717,0.95,3100.0,0.41
31,0.84723955,0.12233289,0.25686803,0.15931489,640.0,-0.5967762,1.0,3200.0,0.43
32,0.8475054,0.122235455,0.25686505,0.15908173,660.0,-0.5370871,1.0,3300.0,0.43
33,0.8474142,0.12229264,0.25685766,0.15893963,680.0,-0.7096008,1.0,3400.0,0.46
34,0.847548,0.121861696,0.25716928,0.15839873,700.0,-0.7759765,0.95,3500.0,0.52
35,0.84755635,0.121855415,0.25720224,0.15792759,720.0,-0.44795507,1.0,3600.0,0.38
36,0.8479006,0.12180049,0.25721246,0.1577885,740.0,-0.59023505,1.0,3700.0,0.41
37,0.8478756,0.12188974,0.25722197,0.15742423,760.0,-0.56184775,1.0,3800.0,0.47
38,0.84792405,0.12193342,0.25726908,0.15712073,780.0,-0.69975924,1.0,3900.0,0.47
39,0.84787387,0.12155501,0.2572447,0.15679662,800.0,-0.52938604,1.0,4000.0,0.51
