epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
0,0.8489697,0.09171269,0.2054211,0.043479756,20.0,-2.380687,0.0,100.0,0.08
1,0.84722304,0.09165963,0.2045555,0.040238112,40.0,-4.5068936,0.05,200.0,0.04
2,0.84589165,0.091281526,0.2040553,0.045398384,60.0,-5.8494883,0.1,300.0,0.03
3,0.8470354,0.09135213,0.20418105,0.046358768,80.0,-7.406854,0.05,400.0,0.06
4,0.84825975,0.09366702,0.20448114,0.05076416,100.0,-8.538308,0.1,500.0,0.03
5,0.8479093,0.09458542,0.20438233,0.052826505,120.0,-10.564549,0.05,600.0,0.02
6,0.8479111,0.09401328,0.20447415,0.053825058,140.0,-12.857597,0.0,700.0,0.05
7,0.8468866,0.09395277,0.20429,0.05406329,160.0,-12.998964,0.05,800.0,0.02
8,0.8478453,0.09614328,0.2047048,0.05547478,180.0,-15.754354,0.0,900.0,0.05
9,0.8466324,0.09917318,0.20467445,0.059817757,200.0,-17.060223,0.05,1000.0,0.03
10,0.8454421,0.09968793,0.20432998,0.06062911,220.0,-17.164759,0.05,1100.0,0.08
11,0.8461221,0.10051117,0.20459613,0.062486302,240.0,-20.851126,0.0,1200.0,0.03
12,0.8462247,0.09996673,0.20468555,0.06337268,260.0,-20.631245,0.0,1300.0,0.04
13,0.84589976,0.10013348,0.20456824,0.0627513,280.0,-21.091139,0.0,1400.0,0.04
14,0.845906,0.09964746,0.20450379,0.06293047,300.0,-19.095676,0.1,1500.0,0.04
15,0.84578186,0.09998464,0.20443101,0.06307857,320.0,-21.107924,0.05,1600.0,0.03
16,0.8458495,0.0997451,0.20444418,0.0630914,340.0,-21.805614,0.05,1700.0,0.06
17,0.8455243,0.09953522,0.20430177,0.06324472,360.0,-18.617725,0.15,1800.0,0.03
18,0.84550214,0.09942018,0.20418674,0.063471004,380.0,-23.491037,0.1,1900.0,0.07
19,0.84581333,0.099290304,0.20436701,0.06378809,400.0,-23.081217,0.05,2000.0,0.04
20,0.845975,0.09936109,0.2043029,0.0655024,420.0,-23.342176,0.05,2100.0,0.03
21,0.846044,0.099740066,0.20438468,0.06803119,440.0,-27.208126,0.05,2200.0,0.03
22,0.8459022,0.10049691,0.20423864,0.068809025,460.0,-28.326834,0.0,2300.0,0.04
23,0.8457896,0.10045478,0.20407978,0.069778636,480.0,-26.166208,0.05,2400.0,0.05
24,0.84586614,0.1003845,0.2041192,0.07016005,500.0,-24.822584,0.1,2500.0,0.05
25,0.84537435,0.10048562,0.20397913,0.071322896,520.0,-22.285557,0.05,2600.0,0.03
26,0.8452925,0.10078103,0.20387569,0.07199573,540.0,-24.942757,0.0,2700.0,0.03
27,0.84543973,0.10076839,0.20395458,0.07297982,560.0,-24.796879,0.1,2800.0,0.04
28,0.84524864,0.1006495,0.20393513,0.07331934,580.0,-24.739794,0.05,2900.0,0.03
29,0.8449301,0.10118786,0.20378761,0.0739988,600.0,-22.345535,0.15,3000.0,0.04
30,0.8450863,0.10097835,0.2038369,0.07424811,620.0,-18.622316,0.25,3100.0,0.05
31,0.8449893,0.10119369,0.20383602,0.0749791,640.0,-29.553198,0.0,3200.0,0.1
32,0.8450084,0.10156814,0.20391786,0.07561777,660.0,-29.723572,0.05,3300.0,0.05
33,0.8449933,0.10161233,0.20386837,0.0761721,680.0,-25.926792,0.1,3400.0,0.09
34,0.8450551,0.10148334,0.20386952,0.07621628,700.0,-26.16026,0.1,3500.0,0.07
35,0.8450632,0.10122785,0.20397179,0.0764104,720.0,-29.185608,0.1,3600.0,0.07
36,0.8450451,0.10117363,0.20399038,0.0768481,740.0,-30.551739,0.0,3700.0,0.04
37,0.84499097,0.100926936,0.20392872,0.07693685,760.0,-30.104574,0.1,3800.0,0.06
38,0.8450155,0.1007359,0.20392923,0.07696745,780.0,-21.89762,0.1,3900.0,0.06
39,0.8451994,0.10081073,0.204003,0.07691619,800.0,-29.765018,0.05,4000.0,0.04
