epoch,p0/stats_g/mean,p0/stats_g/std,p0/stats_o/mean,p0/stats_o/std,p1/stats_g/mean,p1/stats_g/std,p1/stats_o/mean,p1/stats_o/std,p2/stats_g/mean,p2/stats_g/std,p2/stats_o/mean,p2/stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
0,0.8280218,0.09397054,0.19723977,0.06553047,0.84975934,0.086877204,0.23418331,0.09908151,0.88998145,0.14655739,0.2722397,0.09177886,20.0,-1.6640291358828545,0.05,40.0,0.0
1,0.8370556,0.08810696,0.1964656,0.08709801,0.82788783,0.08698496,0.22796385,0.09936682,0.85163593,0.14306028,0.2687249,0.11981005,40.0,-2.1783217668011785,0.0,80.0,0.0
2,0.84038144,0.0849469,0.19607379,0.08578886,0.83243036,0.08675743,0.22692814,0.11253413,0.8504823,0.1233005,0.2687805,0.13743576,60.0,-2.6371787354946137,0.0,120.0,0.0
3,0.8412199,0.083610445,0.19608767,0.08394008,0.83905077,0.085038245,0.22862366,0.11282425,0.8531894,0.120266974,0.26799977,0.15554322,80.0,-2.254086859896779,0.15,160.0,0.0
4,0.8417809,0.08264869,0.19612041,0.082576826,0.83849734,0.08519459,0.23215291,0.11321238,0.8526322,0.10992112,0.26259115,0.1424544,100.0,-2.4316076507568356,0.05,200.0,0.1
5,0.842983,0.08192959,0.19635269,0.081179865,0.83978146,0.0848367,0.23150364,0.11348229,0.85299665,0.10492048,0.26738527,0.13429673,120.0,-3.663141541719437,0.25,240.0,0.05
6,0.84366465,0.08101965,0.19642803,0.07985645,0.84007376,0.084450625,0.23084953,0.113090396,0.8506022,0.10337382,0.26649678,0.13246857,140.0,-4.733674811333418,0.15,280.0,0.15
7,0.84410334,0.08020548,0.19646813,0.07866872,0.84042853,0.084064305,0.23000154,0.11329463,0.84867865,0.10092831,0.263684,0.13260922,160.0,-3.376753575414419,0.35,320.0,0.075
8,0.844584,0.07969583,0.19633049,0.07784054,0.8402119,0.083934605,0.22932577,0.11362561,0.848386,0.10047742,0.26399338,0.13389184,180.0,-4.988250203609466,0.3,360.0,0.1
9,0.84512335,0.07903615,0.1964002,0.07676,0.84028465,0.08358527,0.22833769,0.114852704,0.84713525,0.10017469,0.26538214,0.13374819,200.0,-3.5375725884139535,0.55,400.0,0.1
