epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
0,0.85320836,0.12340496,0.20283665,0.10045293,20.0,-1.4398073,0.1,40.0,0.0
1,0.85226184,0.11215761,0.2038557,0.10507901,40.0,-2.3984056,0.0,80.0,0.025
2,0.8463254,0.11055643,0.20130552,0.098533824,60.0,-3.4443715,0.0,120.0,0.05
3,0.84780926,0.106916465,0.20178626,0.09304155,80.0,-4.095645,0.1,160.0,0.0
4,0.8462874,0.105242014,0.20238334,0.08943688,100.0,-4.701118,0.1,200.0,0.0
5,0.8469627,0.10368515,0.20308933,0.08478475,120.0,-5.1028147,0.1,240.0,0.025
6,0.8473787,0.101762585,0.20276135,0.08316891,140.0,-6.7494583,0.0,280.0,0.05
7,0.84848374,0.10070152,0.2033598,0.080826394,160.0,-7.317777,0.0,320.0,0.05
8,0.84803814,0.09989777,0.20378964,0.08028667,180.0,-7.404606,0.1,360.0,0.075
9,0.8473318,0.09908273,0.20328306,0.078633755,200.0,-8.555723,0.0,400.0,0.025
10,0.84723145,0.09871018,0.20353772,0.07788022,220.0,-8.747681,0.1,440.0,0.025
11,0.8469686,0.09969693,0.20327227,0.07746757,240.0,-9.966946,0.0,480.0,0.025
12,0.846057,0.09958699,0.2026699,0.07677578,260.0,-10.192007,0.15,520.0,0.0
13,0.84567,0.099647515,0.2026111,0.07844931,280.0,-11.024988,0.05,560.0,0.025
14,0.8458459,0.10098157,0.20313787,0.08151746,300.0,-11.339026,0.05,600.0,0.025
15,0.8467586,0.10100588,0.20326269,0.08114709,320.0,-11.608872,0.05,640.0,0.05
16,0.84683245,0.100783445,0.20359053,0.081885,340.0,-12.536804,0.0,680.0,0.0
17,0.84645754,0.10064151,0.20340142,0.08256227,360.0,-13.091822,0.1,720.0,0.05
18,0.84691805,0.10106349,0.20342714,0.08377347,380.0,-13.782498,0.05,760.0,0.0
19,0.8470655,0.10158535,0.20343803,0.08419917,400.0,-14.970915,0.05,800.0,0.075
20,0.8470141,0.1013046,0.20315723,0.08428853,420.0,-12.431135,0.1,840.0,0.025
21,0.84712094,0.10149822,0.20278347,0.086725704,440.0,-14.674586,0.05,880.0,0.025
22,0.846535,0.101989925,0.20256138,0.08732521,460.0,-14.885137,0.1,920.0,0.025
23,0.8458497,0.10243142,0.20234713,0.08771049,480.0,-13.223066,0.15,960.0,0.075
24,0.8459537,0.102058895,0.20214222,0.08770898,500.0,-15.458705,0.1,1000.0,0.0
25,0.8458788,0.10214489,0.20225443,0.08772562,520.0,-16.30521,0.15,1040.0,0.0
26,0.84623915,0.10203311,0.20230636,0.08861802,540.0,-15.216367,0.15,1080.0,0.025
27,0.84595996,0.102612175,0.20250408,0.08900128,560.0,-16.34451,0.1,1120.0,0.0
28,0.84551454,0.10275199,0.20220591,0.08972287,580.0,-17.146185,0.1,1160.0,0.0
29,0.8453002,0.10301437,0.20213938,0.09057093,600.0,-16.459036,0.05,1200.0,0.075
30,0.84487015,0.10335656,0.20182757,0.09134593,620.0,-17.638622,0.05,1240.0,0.0
31,0.8451585,0.10359763,0.20192601,0.09291786,640.0,-17.789185,0.1,1280.0,0.05
32,0.8449452,0.103804655,0.20206901,0.09396502,660.0,-14.419176,0.1,1320.0,0.025
33,0.8448014,0.10388652,0.20197888,0.09497783,680.0,-19.441883,0.15,1360.0,0.025
34,0.84449774,0.10357541,0.20183443,0.09468909,700.0,-18.738148,0.05,1400.0,0.1
35,0.8442068,0.1035248,0.20169596,0.09457058,720.0,-17.074387,0.2,1440.0,0.1
36,0.84416866,0.103828005,0.2016785,0.095045395,740.0,-17.635136,0.05,1480.0,0.05
37,0.84390116,0.10362529,0.20156874,0.09527462,760.0,-20.583405,0.05,1520.0,0.1
38,0.84359884,0.104174934,0.20170759,0.09570949,780.0,-19.876213,0.05,1560.0,0.05
39,0.8430045,0.10553327,0.20174529,0.09680334,800.0,-18.865442,0.15,1600.0,0.1
40,0.8426513,0.105510496,0.20178597,0.09756322,820.0,-16.43033,0.25,1640.0,0.075
41,0.8425231,0.1059229,0.20182835,0.09824992,840.0,-21.939907,0.0,1680.0,0.15
42,0.8428075,0.10615487,0.20199086,0.09928158,860.0,-19.554989,0.05,1720.0,0.2
43,0.8425918,0.1069107,0.2020075,0.10019647,880.0,-19.193417,0.05,1760.0,0.025
44,0.8425209,0.10862145,0.20223692,0.10117796,900.0,-17.827305,0.1,1800.0,0.05
45,0.8425029,0.10876879,0.20240086,0.10149452,920.0,-20.388988,0.05,1840.0,0.175
46,0.84225535,0.10897717,0.20238897,0.10308459,940.0,-14.6208315,0.3,1880.0,0.075
47,0.8423455,0.10873427,0.20227349,0.103759095,960.0,-11.464243,0.2,1920.0,0.125
48,0.8422006,0.10946747,0.20226865,0.10433432,980.0,-19.45218,0.2,1960.0,0.125
49,0.8421282,0.10921761,0.20225531,0.104726985,1000.0,-18.813034,0.15,2000.0,0.075
50,0.8417751,0.11004099,0.20217153,0.10545516,1020.0,-13.991,0.35,2040.0,0.1
51,0.84165865,0.11016384,0.20213054,0.10578407,1040.0,-17.509098,0.25,2080.0,0.2
52,0.8414598,0.110509634,0.20208956,0.105967894,1060.0,-16.845072,0.2,2120.0,0.2
53,0.8412557,0.11161107,0.20216651,0.1068254,1080.0,-20.003353,0.1,2160.0,0.1
54,0.84128594,0.11172485,0.2021387,0.10752025,1100.0,-15.473653,0.3,2200.0,0.15
55,0.8412973,0.11191828,0.20215614,0.10821094,1120.0,-14.28741,0.3,2240.0,0.2
56,0.84147435,0.11219413,0.20210266,0.10881671,1140.0,-18.052607,0.1,2280.0,0.225
57,0.8412607,0.112035714,0.20205294,0.10934069,1160.0,-19.661694,0.3,2320.0,0.15
58,0.8410799,0.11269906,0.20182642,0.11021839,1180.0,-12.835261,0.25,2360.0,0.025
59,0.84107965,0.11262723,0.20186828,0.110446036,1200.0,-15.752825,0.15,2400.0,0.075
60,0.8405815,0.11483455,0.20189811,0.11126202,1220.0,-20.210178,0.2,2440.0,0.075
61,0.84067917,0.11481313,0.20184019,0.11161433,1240.0,-16.756975,0.2,2480.0,0.125
62,0.8405034,0.11548042,0.2019391,0.112125695,1260.0,-14.2314625,0.35,2520.0,0.1
63,0.8403062,0.11564135,0.2020162,0.112685,1280.0,-20.808895,0.2,2560.0,0.275
64,0.84045124,0.11531907,0.20197843,0.113227904,1300.0,-11.860666,0.3,2600.0,0.2
65,0.84009486,0.11553952,0.20196779,0.114006385,1320.0,-13.667638,0.35,2640.0,0.125
66,0.8398778,0.115728475,0.2020485,0.11455005,1340.0,-14.073697,0.35,2680.0,0.325
67,0.8399584,0.115993835,0.2021558,0.11523724,1360.0,-13.914103,0.3,2720.0,0.25
68,0.8398843,0.11583652,0.20222615,0.11553225,1380.0,-17.988657,0.1,2760.0,0.125
69,0.8400307,0.11573633,0.20223488,0.11600049,1400.0,-15.004338,0.2,2800.0,0.25
